"m11125","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"5 on Scale 1 to 10","1985","indirect migration background","in school","","","",""
"5 on Scale 1 to 10","1985","indirect migration background","inadequately","1","","",""
"5 on Scale 1 to 10","1985","indirect migration background","general elemantary","5","","",""
"5 on Scale 1 to 10","1985","indirect migration background","middle vocational","3","","",""
"5 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","",""
"5 on Scale 1 to 10","1985","indirect migration background","higher vocational","1","","",""
"5 on Scale 1 to 10","1985","indirect migration background","higher education","","","",""
"6 on Scale 1 to 10","1985","no migration background","in school","2","","",""
"6 on Scale 1 to 10","1985","no migration background","inadequately","1","","",""
"6 on Scale 1 to 10","1985","no migration background","general elemantary","181","0.0880275151896113","0.0758716197540874","0.100183410625135"
"6 on Scale 1 to 10","1985","no migration background","middle vocational","349","0.0850967272176122","0.0766742119033738","0.0935192425318507"
"6 on Scale 1 to 10","1985","no migration background","vocational + Abi","15","","",""
"6 on Scale 1 to 10","1985","no migration background","higher vocational","53","0.0957595106390495","0.0715172671342549","0.120001754143844"
"6 on Scale 1 to 10","1985","no migration background","higher education","48","0.0805039508387528","0.0594582153366614","0.101549686340844"
"6 on Scale 1 to 10","1985","direct migration background","in school","","","",""
"6 on Scale 1 to 10","1985","direct migration background","inadequately","63","0.0850930638780784","0.065203615704301","0.104982512051856"
"6 on Scale 1 to 10","1985","direct migration background","general elemantary","55","0.0889834484242036","0.0705553224257907","0.107411574422617"
"6 on Scale 1 to 10","1985","direct migration background","middle vocational","73","0.0713089853477916","0.0545243478484175","0.0880936228471658"
"6 on Scale 1 to 10","1985","direct migration background","vocational + Abi","8","","",""
"6 on Scale 1 to 10","1985","direct migration background","higher vocational","3","","",""
"6 on Scale 1 to 10","1985","direct migration background","higher education","7","","",""
"6 on Scale 1 to 10","1985","indirect migration background","in school","1","","",""
"6 on Scale 1 to 10","1985","indirect migration background","inadequately","","","",""
"6 on Scale 1 to 10","1985","indirect migration background","general elemantary","","","",""
"6 on Scale 1 to 10","1985","indirect migration background","middle vocational","2","","",""
"6 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","",""
"6 on Scale 1 to 10","1985","indirect migration background","higher vocational","1","","",""
"6 on Scale 1 to 10","1985","indirect migration background","higher education","","","",""
"7 on Scale 1 to 10","1985","no migration background","in school","22","","",""
"7 on Scale 1 to 10","1985","no migration background","inadequately","7","","",""
"7 on Scale 1 to 10","1985","no migration background","general elemantary","269","0.126999710610289","0.112714211252527","0.141285209968051"
"7 on Scale 1 to 10","1985","no migration background","middle vocational","592","0.140311901960235","0.129828179798124","0.150795624122345"
"7 on Scale 1 to 10","1985","no migration background","vocational + Abi","25","","",""
"7 on Scale 1 to 10","1985","no migration background","higher vocational","77","0.130565581668568","0.102808574109885","0.158322589227251"
"7 on Scale 1 to 10","1985","no migration background","higher education","100","0.155960206271575","0.127894954746898","0.184025457796252"
"7 on Scale 1 to 10","1985","direct migration background","in school","2","","",""
"7 on Scale 1 to 10","1985","direct migration background","inadequately","105","0.131133703550944","0.107072306908742","0.155195100193145"
"7 on Scale 1 to 10","1985","direct migration background","general elemantary","99","0.107706591476355","0.0876416264668402","0.127771556485871"
"7 on Scale 1 to 10","1985","direct migration background","middle vocational","116","0.150824345335332","0.127482310778585","0.174166379892079"
"7 on Scale 1 to 10","1985","direct migration background","vocational + Abi","13","","",""
"7 on Scale 1 to 10","1985","direct migration background","higher vocational","4","","",""
"7 on Scale 1 to 10","1985","direct migration background","higher education","12","","",""
"7 on Scale 1 to 10","1985","indirect migration background","in school","","","",""
"7 on Scale 1 to 10","1985","indirect migration background","inadequately","","","",""
"7 on Scale 1 to 10","1985","indirect migration background","general elemantary","7","","",""
"7 on Scale 1 to 10","1985","indirect migration background","middle vocational","8","","",""
"7 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","",""
"7 on Scale 1 to 10","1985","indirect migration background","higher vocational","","","",""
"7 on Scale 1 to 10","1985","indirect migration background","higher education","1","","",""
"8 on Scale 1 to 10","1985","no migration background","in school","35","0.229291169506364","0.16289751673619","0.295684822276537"
"8 on Scale 1 to 10","1985","no migration background","inadequately","13","","",""
"8 on Scale 1 to 10","1985","no migration background","general elemantary","345","0.162948943657002","0.147104076019232","0.178793811294772"
"8 on Scale 1 to 10","1985","no migration background","middle vocational","886","0.198924264095748","0.186874502383806","0.210974025807691"
"8 on Scale 1 to 10","1985","no migration background","vocational + Abi","41","0.237832738906485","0.174205243091403","0.301460234721567"
"8 on Scale 1 to 10","1985","no migration background","higher vocational","133","0.230362665137972","0.195673888325001","0.265051441950943"
"8 on Scale 1 to 10","1985","no migration background","higher education","173","0.26071971822036","0.226759374482474","0.294680061958245"
"8 on Scale 1 to 10","1985","direct migration background","in school","5","","",""
"8 on Scale 1 to 10","1985","direct migration background","inadequately","140","0.172959133707804","0.145998975970188","0.19991929144542"
"8 on Scale 1 to 10","1985","direct migration background","general elemantary","194","0.187407568604573","0.162149893485476","0.212665243723669"
"8 on Scale 1 to 10","1985","direct migration background","middle vocational","187","0.191704204823371","0.166029515623716","0.217378894023027"
"8 on Scale 1 to 10","1985","direct migration background","vocational + Abi","17","","",""
"8 on Scale 1 to 10","1985","direct migration background","higher vocational","8","","",""
"8 on Scale 1 to 10","1985","direct migration background","higher education","32","0.280400010506924","0.196835631802421","0.363964389211427"
"8 on Scale 1 to 10","1985","indirect migration background","in school","3","","",""
"8 on Scale 1 to 10","1985","indirect migration background","inadequately","","","",""
"8 on Scale 1 to 10","1985","indirect migration background","general elemantary","12","","",""
"8 on Scale 1 to 10","1985","indirect migration background","middle vocational","9","","",""
"8 on Scale 1 to 10","1985","indirect migration background","vocational + Abi","","","",""
"8 on Scale 1 to 10","1985","indirect migration background","higher vocational","","","",""
"8 on Scale 1 to 10","1985","indirect migration background","higher education","","","",""
"9 on Scale 1 to 10","1985","no migration background","in school","35","0.23410504521339","0.167227900690994","0.300982189735785"
"9 on Scale 1 to 10","1985","no migration background","inadequately","3","","",""
"9 on Scale 1 to 10","1985","no migration background","general elemantary","216","0.0964260121054425","0.0837621600152335","0.109089864195652"
"9 on Scale 1 to 10","1985","no migration background","middle vocational","464","0.103369636690055","0.0941799436367488","0.112559329743361"
"9 on Scale 1 to 10","1985","no migration background","vocational + Abi","21","","",""
"9 on Scale 1 to 10","1985","no migration background","higher vocational","56","0.0987324240984344","0.0741572474079977","0.123307600788871"
"9 on Scale 1 to 10","1985","no migration background","higher education","117","0.167075161299951","0.138218942108068","0.195931380491833"
"9 on Scale 1 to 10","1985","direct migration background","in school","2","","",""
"9 on Scale 1 to 10","1985","direct migration background","inadequately","64","0.103154504544492","0.0814729654687477","0.124836043620236"
"9 on Scale 1 to 10","1985","direct migration background","general elemantary","90","0.0855577388184823","0.0674538773913525","0.103661600245612"
