"m11125","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"3 on Scale 1 to 10","1984","Berlin","in school","","","",""
"3 on Scale 1 to 10","1984","Berlin","inadequately","2","","",""
"3 on Scale 1 to 10","1984","Berlin","general elemantary","10","","",""
"3 on Scale 1 to 10","1984","Berlin","middle vocational","10","","",""
"3 on Scale 1 to 10","1984","Berlin","vocational + Abi","","","",""
"3 on Scale 1 to 10","1984","Berlin","higher vocational","1","","",""
"3 on Scale 1 to 10","1984","Berlin","higher education","2","","",""
"3 on Scale 1 to 10","1984","Brandenburg","in school","","","",""
"3 on Scale 1 to 10","1984","Brandenburg","inadequately","","","",""
"3 on Scale 1 to 10","1984","Brandenburg","general elemantary","","","",""
"3 on Scale 1 to 10","1984","Brandenburg","middle vocational","","","",""
"3 on Scale 1 to 10","1984","Brandenburg","vocational + Abi","","","",""
"3 on Scale 1 to 10","1984","Brandenburg","higher vocational","","","",""
"3 on Scale 1 to 10","1984","Brandenburg","higher education","","","",""
"3 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","in school","","","",""
"3 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","inadequately","","","",""
"3 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","general elemantary","","","",""
"3 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","middle vocational","","","",""
"3 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"3 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","higher vocational","","","",""
"3 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","higher education","","","",""
"3 on Scale 1 to 10","1984","Saxony","in school","","","",""
"3 on Scale 1 to 10","1984","Saxony","inadequately","","","",""
"3 on Scale 1 to 10","1984","Saxony","general elemantary","","","",""
"3 on Scale 1 to 10","1984","Saxony","middle vocational","","","",""
"3 on Scale 1 to 10","1984","Saxony","vocational + Abi","","","",""
"3 on Scale 1 to 10","1984","Saxony","higher vocational","","","",""
"3 on Scale 1 to 10","1984","Saxony","higher education","","","",""
"3 on Scale 1 to 10","1984","Saxony-Anhalt","in school","","","",""
"3 on Scale 1 to 10","1984","Saxony-Anhalt","inadequately","","","",""
"3 on Scale 1 to 10","1984","Saxony-Anhalt","general elemantary","","","",""
"3 on Scale 1 to 10","1984","Saxony-Anhalt","middle vocational","","","",""
"3 on Scale 1 to 10","1984","Saxony-Anhalt","vocational + Abi","","","",""
"3 on Scale 1 to 10","1984","Saxony-Anhalt","higher vocational","","","",""
"3 on Scale 1 to 10","1984","Saxony-Anhalt","higher education","","","",""
"3 on Scale 1 to 10","1984","Thuringia","in school","","","",""
"3 on Scale 1 to 10","1984","Thuringia","inadequately","","","",""
"3 on Scale 1 to 10","1984","Thuringia","general elemantary","","","",""
"3 on Scale 1 to 10","1984","Thuringia","middle vocational","","","",""
"3 on Scale 1 to 10","1984","Thuringia","vocational + Abi","","","",""
"3 on Scale 1 to 10","1984","Thuringia","higher vocational","","","",""
"3 on Scale 1 to 10","1984","Thuringia","higher education","","","",""
"4 on Scale 1 to 10","1984","Schleswig-Holstein","in school","","","",""
"4 on Scale 1 to 10","1984","Schleswig-Holstein","inadequately","","","",""
"4 on Scale 1 to 10","1984","Schleswig-Holstein","general elemantary","6","","",""
"4 on Scale 1 to 10","1984","Schleswig-Holstein","middle vocational","2","","",""
"4 on Scale 1 to 10","1984","Schleswig-Holstein","vocational + Abi","","","",""
"4 on Scale 1 to 10","1984","Schleswig-Holstein","higher vocational","","","",""
"4 on Scale 1 to 10","1984","Schleswig-Holstein","higher education","","","",""
"4 on Scale 1 to 10","1984","Hamburg","in school","","","",""
"4 on Scale 1 to 10","1984","Hamburg","inadequately","","","",""
"4 on Scale 1 to 10","1984","Hamburg","general elemantary","3","","",""
"4 on Scale 1 to 10","1984","Hamburg","middle vocational","7","","",""
"4 on Scale 1 to 10","1984","Hamburg","vocational + Abi","","","",""
"4 on Scale 1 to 10","1984","Hamburg","higher vocational","","","",""
"4 on Scale 1 to 10","1984","Hamburg","higher education","","","",""
"4 on Scale 1 to 10","1984","Lower Saxony","in school","1","","",""
"4 on Scale 1 to 10","1984","Lower Saxony","inadequately","1","","",""
"4 on Scale 1 to 10","1984","Lower Saxony","general elemantary","21","","",""
"4 on Scale 1 to 10","1984","Lower Saxony","middle vocational","24","","",""
"4 on Scale 1 to 10","1984","Lower Saxony","vocational + Abi","","","",""
"4 on Scale 1 to 10","1984","Lower Saxony","higher vocational","2","","",""
"4 on Scale 1 to 10","1984","Lower Saxony","higher education","2","","",""
"4 on Scale 1 to 10","1984","Bremen","in school","","","",""
"4 on Scale 1 to 10","1984","Bremen","inadequately","","","",""
"4 on Scale 1 to 10","1984","Bremen","general elemantary","1","","",""
"4 on Scale 1 to 10","1984","Bremen","middle vocational","3","","",""
"4 on Scale 1 to 10","1984","Bremen","vocational + Abi","","","",""
"4 on Scale 1 to 10","1984","Bremen","higher vocational","","","",""
"4 on Scale 1 to 10","1984","Bremen","higher education","","","",""
"4 on Scale 1 to 10","1984","North Rhine-Westphalia","in school","","","",""
"4 on Scale 1 to 10","1984","North Rhine-Westphalia","inadequately","19","","",""
"4 on Scale 1 to 10","1984","North Rhine-Westphalia","general elemantary","32","0.0419134051237574","0.0285822714593684","0.0552445387881464"
"4 on Scale 1 to 10","1984","North Rhine-Westphalia","middle vocational","54","0.0357087558996544","0.0264197661202343","0.0449977456790746"
"4 on Scale 1 to 10","1984","North Rhine-Westphalia","vocational + Abi","5","","",""
"4 on Scale 1 to 10","1984","North Rhine-Westphalia","higher vocational","4","","",""
"4 on Scale 1 to 10","1984","North Rhine-Westphalia","higher education","6","","",""
"4 on Scale 1 to 10","1984","Hesse","in school","","","",""
"4 on Scale 1 to 10","1984","Hesse","inadequately","5","","",""
"4 on Scale 1 to 10","1984","Hesse","general elemantary","14","","",""
"4 on Scale 1 to 10","1984","Hesse","middle vocational","27","","",""
"4 on Scale 1 to 10","1984","Hesse","vocational + Abi","2","","",""
"4 on Scale 1 to 10","1984","Hesse","higher vocational","3","","",""
"4 on Scale 1 to 10","1984","Hesse","higher education","4","","",""
"4 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","in school","","","",""
"4 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","inadequately","4","","",""
"4 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","general elemantary","12","","",""
"4 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","middle vocational","17","","",""
"4 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"4 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","higher vocational","2","","",""
"4 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","higher education","1","","",""
"4 on Scale 1 to 10","1984","Baden-Württemberg","in school","1","","",""
"4 on Scale 1 to 10","1984","Baden-Württemberg","inadequately","10","","",""
"4 on Scale 1 to 10","1984","Baden-Württemberg","general elemantary","30","0.0552684282012179","0.0382556889735174","0.0722811674289183"
"4 on Scale 1 to 10","1984","Baden-Württemberg","middle vocational","44","0.0498207953977182","0.0359119124169202","0.0637296783785162"
"4 on Scale 1 to 10","1984","Baden-Württemberg","vocational + Abi","1","","",""
"4 on Scale 1 to 10","1984","Baden-Württemberg","higher vocational","4","","",""
"4 on Scale 1 to 10","1984","Baden-Württemberg","higher education","3","","",""
"4 on Scale 1 to 10","1984","Bavaria","in school","","","",""
"4 on Scale 1 to 10","1984","Bavaria","inadequately","7","","",""
"4 on Scale 1 to 10","1984","Bavaria","general elemantary","21","","",""
"4 on Scale 1 to 10","1984","Bavaria","middle vocational","50","0.0540556371217513","0.0402860313863484","0.0678252428571543"
"4 on Scale 1 to 10","1984","Bavaria","vocational + Abi","6","","",""
"4 on Scale 1 to 10","1984","Bavaria","higher vocational","6","","",""
"4 on Scale 1 to 10","1984","Bavaria","higher education","6","","",""
"4 on Scale 1 to 10","1984","Berlin","in school","","","",""
"4 on Scale 1 to 10","1984","Berlin","inadequately","7","","",""
"4 on Scale 1 to 10","1984","Berlin","general elemantary","9","","",""
"4 on Scale 1 to 10","1984","Berlin","middle vocational","8","","",""
"4 on Scale 1 to 10","1984","Berlin","vocational + Abi","","","",""
"4 on Scale 1 to 10","1984","Berlin","higher vocational","1","","",""
"4 on Scale 1 to 10","1984","Berlin","higher education","2","","",""
"4 on Scale 1 to 10","1984","Brandenburg","in school","","","",""
"4 on Scale 1 to 10","1984","Brandenburg","inadequately","","","",""
"4 on Scale 1 to 10","1984","Brandenburg","general elemantary","","","",""
"4 on Scale 1 to 10","1984","Brandenburg","middle vocational","","","",""
"4 on Scale 1 to 10","1984","Brandenburg","vocational + Abi","","","",""
"4 on Scale 1 to 10","1984","Brandenburg","higher vocational","","","",""
"4 on Scale 1 to 10","1984","Brandenburg","higher education","","","",""
"4 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","in school","","","",""
"4 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","inadequately","","","",""
"4 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","general elemantary","","","",""
"4 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","middle vocational","","","",""
"4 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"4 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","higher vocational","","","",""
"4 on Scale 1 to 10","1984","Mecklenburg-Western Pomerania","higher education","","","",""
"4 on Scale 1 to 10","1984","Saxony","in school","","","",""
"4 on Scale 1 to 10","1984","Saxony","inadequately","","","",""
"4 on Scale 1 to 10","1984","Saxony","general elemantary","","","",""
"4 on Scale 1 to 10","1984","Saxony","middle vocational","","","",""
"4 on Scale 1 to 10","1984","Saxony","vocational + Abi","","","",""
"4 on Scale 1 to 10","1984","Saxony","higher vocational","","","",""
"4 on Scale 1 to 10","1984","Saxony","higher education","","","",""
"4 on Scale 1 to 10","1984","Saxony-Anhalt","in school","","","",""
"4 on Scale 1 to 10","1984","Saxony-Anhalt","inadequately","","","",""
"4 on Scale 1 to 10","1984","Saxony-Anhalt","general elemantary","","","",""
"4 on Scale 1 to 10","1984","Saxony-Anhalt","middle vocational","","","",""
"4 on Scale 1 to 10","1984","Saxony-Anhalt","vocational + Abi","","","",""
"4 on Scale 1 to 10","1984","Saxony-Anhalt","higher vocational","","","",""
"4 on Scale 1 to 10","1984","Saxony-Anhalt","higher education","","","",""
"4 on Scale 1 to 10","1984","Thuringia","in school","","","",""
"4 on Scale 1 to 10","1984","Thuringia","inadequately","","","",""
"4 on Scale 1 to 10","1984","Thuringia","general elemantary","","","",""
"4 on Scale 1 to 10","1984","Thuringia","middle vocational","","","",""
"4 on Scale 1 to 10","1984","Thuringia","vocational + Abi","","","",""
"4 on Scale 1 to 10","1984","Thuringia","higher vocational","","","",""
"4 on Scale 1 to 10","1984","Thuringia","higher education","","","",""
"5 on Scale 1 to 10","1984","Schleswig-Holstein","in school","","","",""
"5 on Scale 1 to 10","1984","Schleswig-Holstein","inadequately","1","","",""
"5 on Scale 1 to 10","1984","Schleswig-Holstein","general elemantary","19","","",""
"5 on Scale 1 to 10","1984","Schleswig-Holstein","middle vocational","24","","",""
"5 on Scale 1 to 10","1984","Schleswig-Holstein","vocational + Abi","2","","",""
"5 on Scale 1 to 10","1984","Schleswig-Holstein","higher vocational","4","","",""
"5 on Scale 1 to 10","1984","Schleswig-Holstein","higher education","3","","",""
"5 on Scale 1 to 10","1984","Hamburg","in school","","","",""
"5 on Scale 1 to 10","1984","Hamburg","inadequately","2","","",""
"5 on Scale 1 to 10","1984","Hamburg","general elemantary","11","","",""
"5 on Scale 1 to 10","1984","Hamburg","middle vocational","23","","",""
"5 on Scale 1 to 10","1984","Hamburg","vocational + Abi","3","","",""
"5 on Scale 1 to 10","1984","Hamburg","higher vocational","4","","",""
"5 on Scale 1 to 10","1984","Hamburg","higher education","2","","",""
"5 on Scale 1 to 10","1984","Lower Saxony","in school","3","","",""
"5 on Scale 1 to 10","1984","Lower Saxony","inadequately","7","","",""
"5 on Scale 1 to 10","1984","Lower Saxony","general elemantary","60","0.178176807872569","0.139026981308985","0.217326634436153"
"5 on Scale 1 to 10","1984","Lower Saxony","middle vocational","84","0.154490994379647","0.125327954730825","0.183654034028469"
"5 on Scale 1 to 10","1984","Lower Saxony","vocational + Abi","2","","",""
"5 on Scale 1 to 10","1984","Lower Saxony","higher vocational","17","","",""
"5 on Scale 1 to 10","1984","Lower Saxony","higher education","6","","",""
"5 on Scale 1 to 10","1984","Bremen","in school","","","",""
"5 on Scale 1 to 10","1984","Bremen","inadequately","1","","",""
"5 on Scale 1 to 10","1984","Bremen","general elemantary","7","","",""
"5 on Scale 1 to 10","1984","Bremen","middle vocational","7","","",""
"5 on Scale 1 to 10","1984","Bremen","vocational + Abi","1","","",""
"5 on Scale 1 to 10","1984","Bremen","higher vocational","","","",""
"5 on Scale 1 to 10","1984","Bremen","higher education","","","",""
"5 on Scale 1 to 10","1984","North Rhine-Westphalia","in school","2","","",""
"5 on Scale 1 to 10","1984","North Rhine-Westphalia","inadequately","50","0.142729489430258","0.103600854081381","0.181858124779134"
"5 on Scale 1 to 10","1984","North Rhine-Westphalia","general elemantary","147","0.199666786873946","0.173073221722288","0.226260352025605"
"5 on Scale 1 to 10","1984","North Rhine-Westphalia","middle vocational","220","0.158533976803179","0.140250596919739","0.176817356686619"
"5 on Scale 1 to 10","1984","North Rhine-Westphalia","vocational + Abi","9","","",""
"5 on Scale 1 to 10","1984","North Rhine-Westphalia","higher vocational","31","0.202870072126387","0.140166382455405","0.265573761797369"
"5 on Scale 1 to 10","1984","North Rhine-Westphalia","higher education","15","","",""
"5 on Scale 1 to 10","1984","Hesse","in school","","","",""
"5 on Scale 1 to 10","1984","Hesse","inadequately","22","","",""
"5 on Scale 1 to 10","1984","Hesse","general elemantary","60","0.21474793348747","0.17203071607259","0.257465150902351"
"5 on Scale 1 to 10","1984","Hesse","middle vocational","76","0.141534444284514","0.113312184036178","0.16975670453285"
"5 on Scale 1 to 10","1984","Hesse","vocational + Abi","4","","",""
"5 on Scale 1 to 10","1984","Hesse","higher vocational","8","","",""
"5 on Scale 1 to 10","1984","Hesse","higher education","11","","",""
"5 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","in school","","","",""
"5 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","inadequately","11","","",""
"5 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","general elemantary","45","0.15857847994844","0.117105151424945","0.200051808471935"
"5 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","middle vocational","40","0.101160328162869","0.0713098502603538","0.131010806065383"
"5 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"5 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","higher vocational","6","","",""
"5 on Scale 1 to 10","1984","Rhineland-Palatinate,Saarland","higher education","4","","",""
