"plb0219","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 2 weeks","2019","no migration background","higher education","324","0.0759315103154996","0.0677461806664498","0.0841168399645494","3"
"Yes, every 2 weeks","2019","direct migration background","middle vocational","94","0.104552764376182","0.0839710282476163","0.125134500504748","3"
"Yes, every 2 weeks","2019","direct migration background","vocational + Abi","52","0.162121725829018","0.124362887701747","0.19988056395629","3"
"Yes, every 2 weeks","2019","direct migration background","higher vocational","9","","","","3"
"Yes, every 2 weeks","2019","no migration background","in school","8","","","","3"
"Yes, every 2 weeks","2019","no migration background","inadequately","6","","","","3"
"Yes, every 2 weeks","2019","no migration background","general elemantary","79","0.100194256660299","0.0783078362801644","0.122080677040434","3"
"Yes, every 2 weeks","2019","no migration background","middle vocational","536","0.0944698352867945","0.0867330604309638","0.102206610142625","3"
"Yes, every 2 weeks","2019","no migration background","vocational + Abi","123","0.098186714575752","0.0815706789079007","0.114802750243603","3"
"Yes, every 2 weeks","2019","direct migration background","in school","","","","","3"
"Yes, every 2 weeks","2019","direct migration background","inadequately","7","","","","3"
"Yes, every 2 weeks","2019","direct migration background","general elemantary","35","0.109574629179802","0.0758734661403688","0.143275792219234","3"
"Yes, every 2 weeks","2019","direct migration background","higher education","86","0.106588035986076","0.0852176707377447","0.127958401234407","3"
"Yes, every 3-4 weeks","2019","indirect migration background","middle vocational","28","","","","4"
"Yes, every 3-4 weeks","2019","indirect migration background","vocational + Abi","6","","","","4"
"Yes, every 3-4 weeks","2019","indirect migration background","higher vocational","7","","","","4"
"Yes, every 3-4 weeks","2019","direct migration background","middle vocational","38","0.0535011535387836","0.0383642911270176","0.0686380159505496","4"
"Yes, every 3-4 weeks","2019","indirect migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2019","indirect migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2019","indirect migration background","general elemantary","2","","","","4"
"Yes, every 3-4 weeks","2019","indirect migration background","higher education","21","","","","4"
"Yes, every 3-4 weeks","2019","no migration background","in school","5","","","","4"
"Yes, every 3-4 weeks","2019","no migration background","inadequately","1","","","","4"
"Yes, every 3-4 weeks","2019","direct migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2019","direct migration background","inadequately","4","","","","4"
"Yes, every 3-4 weeks","2019","direct migration background","general elemantary","8","","","","4"
"Yes, every 3-4 weeks","2019","direct migration background","vocational + Abi","17","","","","4"
"Yes, every 3-4 weeks","2019","direct migration background","higher vocational","3","","","","4"
"Yes, every 3-4 weeks","2019","direct migration background","higher education","45","0.0448130074460477","0.0304852547008872","0.0591407601912082","4"
"Yes, every 3-4 weeks","2019","no migration background","higher vocational","60","0.0384394471626501","0.0269091805266722","0.049969713798628","4"
"Yes, every 3-4 weeks","2019","no migration background","higher education","329","0.0725219591839483","0.0645077687725426","0.080536149595354","4"
"Yes, every 3-4 weeks","2019","no migration background","vocational + Abi","87","0.052163044676661","0.0397467782767662","0.0645793110765558","4"
"Yes, every 3-4 weeks","2019","no migration background","middle vocational","321","0.0613714248403942","0.0550226210167386","0.0677202286640498","4"
"Yes, every 3-4 weeks","2019","no migration background","general elemantary","29","","","","4"
"Yes, every week","2019","indirect migration background","higher education","29","","","","2"
"Yes, every week","2019","indirect migration background","middle vocational","38","0.0764875034065148","0.0527605923130309","0.100214414499999","2"
"Yes, every week","2019","indirect migration background","vocational + Abi","4","","","","2"
"Yes, every week","2019","indirect migration background","higher vocational","3","","","","2"
"Yes, every week","2019","direct migration background","middle vocational","56","0.0822187509922263","0.0637409930472521","0.100696508937201","2"
"Yes, every week","2019","direct migration background","vocational + Abi","22","","","","2"
"Yes, every week","2019","indirect migration background","in school","1","","","","2"
"Yes, every week","2019","indirect migration background","inadequately","1","","","","2"
"Yes, every week","2019","indirect migration background","general elemantary","10","","","","2"
"Yes, every week","2019","no migration background","in school","5","","","","2"
"Yes, every week","2019","no migration background","inadequately","2","","","","2"
"Yes, every week","2019","no migration background","general elemantary","50","0.0620290792258983","0.0444469569185569","0.0796112015332398","2"
"Yes, every week","2019","direct migration background","in school","2","","","","2"
"Yes, every week","2019","direct migration background","inadequately","7","","","","2"
"Yes, every week","2019","direct migration background","general elemantary","22","","","","2"
"Yes, every week","2019","direct migration background","higher vocational","3","","","","2"
"Yes, every week","2019","direct migration background","higher education","54","0.0780932139275557","0.0595116618370768","0.0966747660180345","2"
"Yes, every week","2019","no migration background","vocational + Abi","68","0.0446071362694238","0.0330796157206145","0.056134656818233","2"
"Yes, every week","2019","no migration background","higher vocational","75","0.0595258796018488","0.0453356703361125","0.073716088867585","2"
"Yes, every week","2019","no migration background","higher education","407","0.0933822168332412","0.0843910246375835","0.102373409028899","2"
"Yes, every week","2019","no migration background","middle vocational","309","0.0487572789373366","0.0430605268221245","0.0544540310525486","2"
