"plb0219","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 3-4 weeks","2005","North Rhine-Westphalia","general elemantary","7","","","","4"
"Yes, every 3-4 weeks","2005","North Rhine-Westphalia","middle vocational","49","0.0605213961775793","0.0460916642509944","0.0749511281041643","4"
"Yes, every 3-4 weeks","2005","North Rhine-Westphalia","vocational + Abi","10","","","","4"
"Yes, every 3-4 weeks","2005","Hesse","middle vocational","16","","","","4"
"Yes, every 3-4 weeks","2005","Hesse","vocational + Abi","2","","","","4"
"Yes, every 3-4 weeks","2005","Hesse","higher vocational","4","","","","4"
"Yes, every 3-4 weeks","2005","Hesse","higher education","16","","","","4"
"Yes, every 3-4 weeks","2005","Rhineland-Palatinate,Saarland","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Rhineland-Palatinate,Saarland","inadequately","1","","","","4"
"Yes, every 3-4 weeks","2005","Rhineland-Palatinate,Saarland","general elemantary","1","","","","4"
"Yes, every 3-4 weeks","2005","Rhineland-Palatinate,Saarland","middle vocational","18","","","","4"
"Yes, every 3-4 weeks","2005","Rhineland-Palatinate,Saarland","vocational + Abi","4","","","","4"
"Yes, every 3-4 weeks","2005","Rhineland-Palatinate,Saarland","higher vocational","8","","","","4"
"Yes, every 3-4 weeks","2005","Rhineland-Palatinate,Saarland","higher education","1","","","","4"
"Yes, every 3-4 weeks","2005","Baden-Württemberg","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Baden-Württemberg","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Baden-Württemberg","general elemantary","4","","","","4"
"Yes, every 3-4 weeks","2005","Baden-Württemberg","middle vocational","25","","","","4"
"Yes, every 3-4 weeks","2005","Baden-Württemberg","vocational + Abi","10","","","","4"
"Yes, every 3-4 weeks","2005","Baden-Württemberg","higher vocational","8","","","","4"
"Yes, every 3-4 weeks","2005","Baden-Württemberg","higher education","14","","","","4"
"Yes, every 3-4 weeks","2005","Bavaria","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Bavaria","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Bavaria","general elemantary","9","","","","4"
"Yes, every 3-4 weeks","2005","Bavaria","middle vocational","37","0.0601270809244837","0.0442113236145744","0.076042838234393","4"
"Yes, every 3-4 weeks","2005","Bavaria","vocational + Abi","4","","","","4"
"Yes, every 3-4 weeks","2005","Bavaria","higher vocational","11","","","","4"
"Yes, every 3-4 weeks","2005","Bavaria","higher education","20","","","","4"
"Yes, every 3-4 weeks","2005","Berlin","in school","1","","","","4"
"Yes, every 3-4 weeks","2005","Berlin","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Berlin","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2005","Berlin","middle vocational","7","","","","4"
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","higher vocational","2","","","","4"
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","higher education","7","","","","4"
"Yes, every 3-4 weeks","2005","Saxony","in school","1","","","","4"
"Yes, every 3-4 weeks","2005","Saxony","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Saxony","general elemantary","3","","","","4"
"Yes, every 3-4 weeks","2005","Saxony","middle vocational","19","","","","4"
"Yes, every 3-4 weeks","2005","Saxony","vocational + Abi","3","","","","4"
"Yes, every 3-4 weeks","2005","Saxony","higher vocational","3","","","","4"
"Yes, every 3-4 weeks","2005","Saxony","higher education","7","","","","4"
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","middle vocational","3","","","","4"
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","higher vocational","3","","","","4"
"Yes, every 3-4 weeks","2005","Saxony-Anhalt","higher education","12","","","","4"
"Yes, every 3-4 weeks","2005","Thuringia","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Thuringia","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Thuringia","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2005","Thuringia","middle vocational","12","","","","4"
"Yes, every 3-4 weeks","2005","Thuringia","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2005","Thuringia","higher vocational","1","","","","4"
"Yes, every 3-4 weeks","2005","Thuringia","higher education","4","","","","4"
"Yes, every week","2005","Schleswig-Holstein","general elemantary","4","","","","2"
"Yes, every week","2005","Schleswig-Holstein","inadequately","","","","","2"
"Yes, every week","2005","Schleswig-Holstein","in school","","","","","2"
"Yes, every week","2005","Hamburg","in school","","","","","2"
"Yes, every week","2005","Schleswig-Holstein","higher education","3","","","","2"
"Yes, every week","2005","North Rhine-Westphalia","higher education","46","0.0915191307265899","0.0679713119020329","0.115066949551147","2"
"Yes, every week","2005","Hesse","in school","1","","","","2"
"Yes, every week","2005","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","2"
"Yes, every week","2005","Hesse","inadequately","","","","","2"
"Yes, every week","2005","Hesse","general elemantary","3","","","","2"
"Yes, every week","2005","Rhineland-Palatinate,Saarland","middle vocational","18","","","","2"
"Yes, every week","2005","Hesse","middle vocational","22","","","","2"
"Yes, every week","2005","Hesse","vocational + Abi","3","","","","2"
"Yes, every week","2005","Schleswig-Holstein","higher vocational","3","","","","2"
"Yes, every week","2005","Saxony","inadequately","","","","","2"
"Yes, every week","2005","Saxony","general elemantary","","","","","2"
"Yes, every week","2005","Saxony","middle vocational","17","","","","2"
"Yes, every week","2005","Hesse","higher vocational","2","","","","2"
"Yes, every week","2005","Hesse","higher education","26","","","","2"
"Yes, every week","2005","Schleswig-Holstein","middle vocational","5","","","","2"
"Yes, every week","2005","Schleswig-Holstein","vocational + Abi","","","","","2"
"Yes, every week","2005","Rhineland-Palatinate,Saarland","general elemantary","2","","","","2"
"Yes, every week","2005","Saxony","in school","","","","","2"
"Yes, every week","2005","Saxony","vocational + Abi","3","","","","2"
"Yes, every week","2005","Saxony","higher vocational","3","","","","2"
"Yes, every week","2005","Mecklenburg-Western Pomerania","in school","","","","","2"
"Yes, every week","2005","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Yes, every week","2005","Mecklenburg-Western Pomerania","general elemantary","1","","","","2"
"Yes, every week","2005","Mecklenburg-Western Pomerania","middle vocational","8","","","","2"
"Yes, every week","2005","Rhineland-Palatinate,Saarland","in school","","","","","2"
"Yes, every week","2005","Rhineland-Palatinate,Saarland","inadequately","","","","","2"
"Yes, every week","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"Yes, every week","2005","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"Yes, every week","2005","Mecklenburg-Western Pomerania","higher education","3","","","","2"
"Yes, every week","2005","Hamburg","inadequately","","","","","2"
"Yes, every week","2005","Hamburg","general elemantary","2","","","","2"
"Yes, every week","2005","Hamburg","middle vocational","2","","","","2"
"Yes, every week","2005","Hamburg","vocational + Abi","","","","","2"
"Yes, every week","2005","Hamburg","higher vocational","","","","","2"
"Yes, every week","2005","Hamburg","higher education","5","","","","2"
"Yes, every week","2005","Lower Saxony","in school","3","","","","2"
"Yes, every week","2005","Lower Saxony","inadequately","1","","","","2"
"Yes, every week","2005","Lower Saxony","general elemantary","7","","","","2"
"Yes, every week","2005","Lower Saxony","middle vocational","31","0.0613754616691716","0.0402951631103749","0.0824557602279682","2"
"Yes, every week","2005","Lower Saxony","vocational + Abi","3","","","","2"
"Yes, every week","2005","Lower Saxony","higher vocational","4","","","","2"
"Yes, every week","2005","Lower Saxony","higher education","30","0.157518175204179","0.10728183272547","0.207754517682889","2"
"Yes, every week","2005","Bremen","in school","","","","","2"
"Yes, every week","2005","Bremen","inadequately","","","","","2"
"Yes, every week","2005","Bremen","general elemantary","","","","","2"
"Yes, every week","2005","Bremen","middle vocational","","","","","2"
"Yes, every week","2005","Bremen","vocational + Abi","","","","","2"
"Yes, every week","2005","Bremen","higher vocational","1","","","","2"
"Yes, every week","2005","Bremen","higher education","5","","","","2"
"Yes, every week","2005","North Rhine-Westphalia","in school","","","","","2"
"Yes, every week","2005","North Rhine-Westphalia","inadequately","1","","","","2"
"Yes, every week","2005","North Rhine-Westphalia","general elemantary","8","","","","2"
"Yes, every week","2005","North Rhine-Westphalia","middle vocational","46","0.0407830977251526","0.0288140702657727","0.0527521251845325","2"
"Yes, every week","2005","North Rhine-Westphalia","vocational + Abi","7","","","","2"
"Yes, every week","2005","North Rhine-Westphalia","higher vocational","6","","","","2"
"Yes, every week","2005","Rhineland-Palatinate,Saarland","higher vocational","4","","","","2"
"Yes, every week","2005","Rhineland-Palatinate,Saarland","higher education","13","","","","2"
"Yes, every week","2005","Baden-Württemberg","in school","1","","","","2"
"Yes, every week","2005","Baden-Württemberg","inadequately","1","","","","2"
"Yes, every week","2005","Baden-Württemberg","general elemantary","10","","","","2"
"Yes, every week","2005","Baden-Württemberg","middle vocational","26","","","","2"
"Yes, every week","2005","Baden-Württemberg","vocational + Abi","4","","","","2"
"Yes, every week","2005","Baden-Württemberg","higher vocational","6","","","","2"
"Yes, every week","2005","Baden-Württemberg","higher education","23","","","","2"
"Yes, every week","2005","Bavaria","in school","2","","","","2"
"Yes, every week","2005","Bavaria","inadequately","","","","","2"
"Yes, every week","2005","Berlin","middle vocational","6","","","","2"
"Yes, every week","2005","Berlin","vocational + Abi","1","","","","2"
"Yes, every week","2005","Berlin","higher vocational","","","","","2"
"Yes, every week","2005","Berlin","higher education","17","","","","2"
"Yes, every week","2005","Brandenburg","in school","1","","","","2"
"Yes, every week","2005","Brandenburg","inadequately","","","","","2"
"Yes, every week","2005","Brandenburg","general elemantary","","","","","2"
"Yes, every week","2005","Brandenburg","middle vocational","8","","","","2"
"Yes, every week","2005","Brandenburg","vocational + Abi","","","","","2"
"Yes, every week","2005","Brandenburg","higher vocational","3","","","","2"
"Yes, every week","2005","Brandenburg","higher education","11","","","","2"
"Yes, every week","2005","Saxony","higher education","17","","","","2"
"Yes, every week","2005","Saxony-Anhalt","in school","","","","","2"
"Yes, every week","2005","Saxony-Anhalt","inadequately","","","","","2"
"Yes, every week","2005","Saxony-Anhalt","general elemantary","","","","","2"
"Yes, every week","2005","Saxony-Anhalt","middle vocational","12","","","","2"
"Yes, every week","2005","Saxony-Anhalt","vocational + Abi","","","","","2"
"Yes, every week","2005","Saxony-Anhalt","higher vocational","1","","","","2"
"Yes, every week","2005","Saxony-Anhalt","higher education","11","","","","2"
"Yes, every week","2005","Thuringia","in school","","","","","2"
"Yes, every week","2005","Thuringia","inadequately","","","","","2"
"Yes, every week","2005","Thuringia","general elemantary","2","","","","2"
"Yes, every week","2005","Thuringia","middle vocational","14","","","","2"
"Yes, every week","2005","Thuringia","vocational + Abi","","","","","2"
"Yes, every week","2005","Thuringia","higher vocational","4","","","","2"
"Yes, every week","2005","Thuringia","higher education","9","","","","2"
"Yes, every week","2005","Bavaria","general elemantary","7","","","","2"
"Yes, every week","2005","Bavaria","middle vocational","45","0.0645502380891395","0.0480983086311507","0.0810021675471282","2"
"Yes, every week","2005","Bavaria","vocational + Abi","1","","","","2"
"Yes, every week","2005","Bavaria","higher vocational","9","","","","2"
"Yes, every week","2005","Bavaria","higher education","34","0.0701655196965398","0.0450081521647081","0.0953228872283716","2"
"Yes, every week","2005","Berlin","in school","","","","","2"
"Yes, every week","2005","Berlin","inadequately","","","","","2"
"Yes, every week","2005","Berlin","general elemantary","2","","","","2"
"No, never","2006","Schleswig-Holstein","in school","","","","","1"
"No, never","2006","Schleswig-Holstein","inadequately","","","","","1"
"No, never","2006","Schleswig-Holstein","general elemantary","","","","","1"
"No, never","2006","Schleswig-Holstein","middle vocational","","","","","1"
"No, never","2006","Schleswig-Holstein","vocational + Abi","","","","","1"
"No, never","2006","Schleswig-Holstein","higher vocational","","","","","1"
"No, never","2006","Schleswig-Holstein","higher education","","","","","1"
"No, never","2006","Hamburg","in school","","","","","1"
"No, never","2006","Hamburg","inadequately","","","","","1"
"No, never","2006","Hamburg","general elemantary","","","","","1"
"No, never","2006","Hamburg","middle vocational","","","","","1"
"No, never","2006","Hamburg","vocational + Abi","","","","","1"
"No, never","2006","Hamburg","higher vocational","","","","","1"
"No, never","2006","Hamburg","higher education","","","","","1"
"No, never","2006","Lower Saxony","in school","","","","","1"
"No, never","2006","Lower Saxony","inadequately","","","","","1"
"No, never","2006","Lower Saxony","general elemantary","","","","","1"
"No, never","2006","Lower Saxony","middle vocational","","","","","1"
"No, never","2006","Lower Saxony","vocational + Abi","","","","","1"
