"plb0219","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2006","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2006","secondary school degree","(0) in school","","","",""
"Yes, every 2 weeks","2006","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2006","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2006","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2006","secondary school degree","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2006","secondary school degree","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2006","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2006","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2006","secondary school degree","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2006","secondary school degree","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","(0) in school","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2006","Other degree","(0) in school","","","",""
"Yes, every 2 weeks","2006","Other degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2006","Other degree","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2006","Other degree","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2006","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2006","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2006","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2006","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2006","Other degree","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2006","Other degree","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","(0) in school","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","Other degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","Other degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","Other degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","Other degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","Other degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","Other degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","(3a) lower tertiary education","","","",""
