"pgoeffd","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1989","direct migration background","(2c_voc) vocational maturity certificate","66","0.847365223465556","0.765973634879635","0.928756812051478"
"No","1989","direct migration background","(3a) lower tertiary education","11","","",""
"No","1989","direct migration background","(3b) higher tertiary education","33","0.545698107409687","0.412897608098554","0.678498606720821"
"No","1989","indirect migration background","(0) in school","3","","",""
"No","1989","indirect migration background","(1a) inadequately completed","7","","",""
"No","1989","indirect migration background","(1b) general elementary school","32","0.837757959153137","0.717327089561837","0.958188828744437"
"No","1989","indirect migration background","(1c) basic vocational qualification","37","0.869936746225858","0.766974666128205","0.972898826323511"
"No","1989","indirect migration background","(2b) intermediate general qualification","14","","",""
"No","1989","indirect migration background","(2a) intermediate vocational","10","","",""
"No","1989","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"No","1989","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"No","1989","indirect migration background","(3a) lower tertiary education","1","","",""
"No","1989","indirect migration background","(3b) higher tertiary education","1","","",""
"Yes","1990","no migration background","(0) in school","","","",""
"Yes","1990","no migration background","(1a) inadequately completed","4","","",""
"Yes","1990","no migration background","(1b) general elementary school","121","0.199601227641991","0.167321842432704","0.231880612851278"
"Yes","1990","no migration background","(1c) basic vocational qualification","564","0.222069015814507","0.205723944723015","0.238414086906"
"Yes","1990","no migration background","(2b) intermediate general qualification","76","0.278875302505686","0.226535298812857","0.331215306198515"
"Yes","1990","no migration background","(2a) intermediate vocational","602","0.302759577480954","0.282633632626147","0.322885522335761"
"Yes","1990","no migration background","(2c_gen) general maturity certificate","42","0.381182866678476","0.286929720511586","0.475436012845365"
"Yes","1990","no migration background","(2c_voc) vocational maturity certificate","71","0.277037282932999","0.22221524589783","0.331859319968167"
"Yes","1990","no migration background","(3a) lower tertiary education","290","0.388754810060278","0.352276757207821","0.425232862912734"
"Yes","1990","no migration background","(3b) higher tertiary education","320","0.537739461727457","0.497543380518086","0.577935542936829"
"Yes","1990","direct migration background","(0) in school","","","",""
"Yes","1990","direct migration background","(1a) inadequately completed","36","0.103465203452193","0.0711865231038353","0.135743883800551"
"Yes","1990","direct migration background","(1b) general elementary school","46","0.0994246566089566","0.0742097981579457","0.124639515059968"
"Yes","1990","direct migration background","(1c) basic vocational qualification","46","0.146741016630628","0.114750934247208","0.178731099014049"
"Yes","1990","direct migration background","(2b) intermediate general qualification","10","","",""
"Yes","1990","direct migration background","(2a) intermediate vocational","13","","",""
"Yes","1990","direct migration background","(2c_gen) general maturity certificate","4","","",""
"Yes","1990","direct migration background","(2c_voc) vocational maturity certificate","10","","",""
"Yes","1990","direct migration background","(3a) lower tertiary education","12","","",""
"Yes","1990","direct migration background","(3b) higher tertiary education","30","0.480130191977606","0.358674403147802","0.60158598080741"
"Yes","1990","indirect migration background","(0) in school","1","","",""
"Yes","1990","indirect migration background","(1a) inadequately completed","","","",""
"Yes","1990","indirect migration background","(1b) general elementary school","5","","",""
"Yes","1990","indirect migration background","(1c) basic vocational qualification","3","","",""
"Yes","1990","indirect migration background","(2b) intermediate general qualification","2","","",""
"Yes","1990","indirect migration background","(2a) intermediate vocational","3","","",""
"Yes","1990","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Yes","1990","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Yes","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Yes","1990","indirect migration background","(3b) higher tertiary education","","","",""
"No","1990","no migration background","(0) in school","3","","",""
"No","1990","no migration background","(1a) inadequately completed","27","","",""
"No","1990","no migration background","(1b) general elementary school","468","0.800398772358009","0.768119387148722","0.832678157567296"
"No","1990","no migration background","(1c) basic vocational qualification","1920","0.777930984185493","0.761585913094","0.794276055276985"
"No","1990","no migration background","(2b) intermediate general qualification","206","0.721124697494314","0.668784693801484","0.773464701187143"
"No","1990","no migration background","(2a) intermediate vocational","1400","0.697240422519045","0.677114477664238","0.717366367373853"
"No","1990","no migration background","(2c_gen) general maturity certificate","60","0.618817133321524","0.524563987154635","0.713070279488414"
"No","1990","no migration background","(2c_voc) vocational maturity certificate","185","0.722962717067001","0.668140680031833","0.77778475410217"
"No","1990","no migration background","(3a) lower tertiary education","396","0.611245189939722","0.574767137087266","0.647723242792179"
"No","1990","no migration background","(3b) higher tertiary education","271","0.462260538272543","0.422064457063171","0.502456619481914"
"No","1990","direct migration background","(0) in school","1","","",""
"No","1990","direct migration background","(1a) inadequately completed","306","0.896534796547807","0.864256116199449","0.928813476896165"
"No","1990","direct migration background","(1b) general elementary school","495","0.900575343391043","0.875360484940032","0.925790201842054"
"No","1990","direct migration background","(1c) basic vocational qualification","424","0.853258983369372","0.821268900985951","0.885249065752792"
