"pgoeffd","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2019","no migration background","in school","43","0.970922067454233","0.921274759888386","1.02056937502008","2"
"No","2019","no migration background","inadequately","56","0.893771491648162","0.817684290862681","0.969858692433643","2"
"No","2019","no migration background","general elemantary","562","0.811635362342759","0.782116588729151","0.841154135956366","2"
"No","2019","no migration background","middle vocational","3841","0.783803471336452","0.772289230887462","0.795317711785442","2"
"No","2019","no migration background","vocational + Abi","758","0.705256501884449","0.677718680952536","0.732794322816362","2"
"No","2019","no migration background","higher vocational","540","0.680441830403838","0.647527019339477","0.713356641468198","2"
"No","2019","no migration background","higher education","1767","0.582696130285336","0.56511785382949","0.600274406741181","2"
"No","2019","direct migration background","in school","9","","","","2"
"No","2019","direct migration background","inadequately","415","0.852781763086177","0.819523114014556","0.886040412157798","2"
"No","2019","direct migration background","general elemantary","521","0.876630749998171","0.849320083057079","0.903941416939263","2"
"No","2019","direct migration background","middle vocational","861","0.858934249041778","0.837163012331146","0.88070548575241","2"
"No","2019","direct migration background","vocational + Abi","303","0.7983307320066","0.757335300069572","0.839326163943629","2"
"No","2019","direct migration background","higher vocational","25","","","","2"
"No","2019","direct migration background","higher education","712","0.756332254057308","0.728455369526969","0.784209138587647","2"
"No","2019","indirect migration background","in school","12","","","","2"
"No","2019","indirect migration background","inadequately","19","","","","2"
"No","2019","indirect migration background","general elemantary","130","0.878733943456661","0.825783452423726","0.931684434489597","2"
"No","2019","indirect migration background","middle vocational","358","0.798621489033456","0.761691766165718","0.835551211901194","2"
"No","2019","indirect migration background","vocational + Abi","79","0.791666951636636","0.712069633913906","0.871264269359366","2"
"No","2019","indirect migration background","higher vocational","32","0.775558485194501","0.657530132769699","0.893586837619302","2"
"No","2019","indirect migration background","higher education","132","0.609249182309495","0.544181005113448","0.674317359505541","2"
"Yes","2019","direct migration background","in school","","","","","1"
"Yes","2019","direct migration background","inadequately","21","","","","1"
"Yes","2019","direct migration background","general elemantary","36","0.123369250001829","0.0960585830607373","0.150679916942921","1"
"Yes","2019","direct migration background","middle vocational","121","0.141065750958222","0.11929451424759","0.162836987668854","1"
"Yes","2019","direct migration background","vocational + Abi","65","0.2016692679934","0.160673836056371","0.242664699930428","1"
"Yes","2019","direct migration background","higher vocational","15","","","","1"
"Yes","2019","direct migration background","higher education","199","0.243667745942692","0.215790861412354","0.271544630473031","1"
"Yes","2019","indirect migration background","general elemantary","16","","","","1"
"Yes","2019","indirect migration background","middle vocational","95","0.201378510966544","0.164448788098806","0.238308233834282","1"
"Yes","2019","indirect migration background","higher education","84","0.390750817690505","0.325682640494459","0.455818994886552","1"
"Yes","2019","indirect migration background","vocational + Abi","21","","","","1"
"Yes","2019","indirect migration background","higher vocational","16","","","","1"
"Yes","2019","indirect migration background","in school","1","","","","1"
"Yes","2019","indirect migration background","inadequately","2","","","","1"
"Yes","2019","no migration background","general elemantary","112","0.188364637657241","0.158845864043634","0.217883411270849","1"
"Yes","2019","no migration background","middle vocational","1069","0.216196528663548","0.204682288214558","0.227710769112538","1"
"Yes","2019","no migration background","higher education","1256","0.417303869714665","0.399725593258819","0.43488214617051","1"
"Yes","2019","no migration background","higher vocational","231","0.319558169596162","0.286643358531802","0.352472980660523","1"
"Yes","2019","no migration background","vocational + Abi","295","0.294743498115551","0.267205677183638","0.322281319047464","1"
"Yes","2019","no migration background","in school","1","","","","1"
"Yes","2019","no migration background","inadequately","7","","","","1"
