"pli0097_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1987","Bavaria","Female","","","","","4"
"Rarely","1987","Berlin","Male","","","","","4"
"Rarely","1987","Berlin","Female","","","","","4"
"Rarely","1987","Brandenburg","Male","","","","","4"
"Daily","1988","North Rhine-Westphalia","Male","","","","","1"
"Daily","1988","North Rhine-Westphalia","Female","","","","","1"
"Daily","1988","Hesse","Male","","","","","1"
"Daily","1988","Hesse","Female","","","","","1"
"Daily","1988","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","1988","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","1988","Baden-Württemberg","Male","","","","","1"
"Daily","1988","Baden-Württemberg","Female","","","","","1"
"Daily","1988","Bavaria","Male","","","","","1"
"Daily","1988","Bavaria","Female","","","","","1"
"Daily","1988","Berlin","Male","","","","","1"
"Daily","1988","Berlin","Female","","","","","1"
"Daily","1988","Brandenburg","Male","","","","","1"
"Daily","1988","Schleswig-Holstein","Male","","","","","1"
"Daily","1988","Schleswig-Holstein","Female","","","","","1"
"Daily","1988","Hamburg","Male","","","","","1"
"Daily","1988","Hamburg","Female","","","","","1"
"Daily","1988","Lower Saxony","Male","","","","","1"
"Daily","1988","Lower Saxony","Female","","","","","1"
"Daily","1988","Bremen","Male","","","","","1"
"Daily","1988","Bremen","Female","","","","","1"
"Daily","1988","Brandenburg","Female","","","","","1"
"Daily","1988","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","1988","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","1988","Saxony","Male","","","","","1"
"Daily","1988","Saxony","Female","","","","","1"
"Daily","1988","Saxony-Anhalt","Male","","","","","1"
"Daily","1988","Saxony-Anhalt","Female","","","","","1"
"Daily","1988","Thuringia","Male","","","","","1"
"Daily","1988","Thuringia","Female","","","","","1"
"Min 1x per month","1988","Schleswig-Holstein","Male","3","","","","3"
"Min 1x per month","1988","Hamburg","Male","6","","","","3"
"Min 1x per month","1988","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","1988","Hamburg","Female","2","","","","3"
"Min 1x per month","1988","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","1988","Saxony","Female","","","","","3"
"Min 1x per month","1988","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","1988","Saxony","Male","","","","","3"
"Min 1x per month","1988","Brandenburg","Female","","","","","3"
"Min 1x per month","1988","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","1988","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","1988","Thuringia","Male","","","","","3"
"Min 1x per month","1988","Thuringia","Female","","","","","3"
"Min 1x per month","1988","Lower Saxony","Male","14","","","","3"
"Min 1x per month","1988","Lower Saxony","Female","8","","","","3"
"Min 1x per month","1988","Bremen","Male","1","","","","3"
"Min 1x per month","1988","Bremen","Female","","","","","3"
"Min 1x per month","1988","North Rhine-Westphalia","Male","16","","","","3"
"Min 1x per month","1988","North Rhine-Westphalia","Female","6","","","","3"
"Min 1x per month","1988","Hesse","Male","13","","","","3"
"Min 1x per month","1988","Hesse","Female","3","","","","3"
"Min 1x per month","1988","Rhineland-Palatinate,Saarland","Male","5","","","","3"
"Min 1x per month","1988","Rhineland-Palatinate,Saarland","Female","1","","","","3"
"Min 1x per month","1988","Baden-Württemberg","Male","10","","","","3"
"Min 1x per month","1988","Baden-Württemberg","Female","4","","","","3"
"Min 1x per month","1988","Bavaria","Male","17","","","","3"
"Min 1x per month","1988","Bavaria","Female","8","","","","3"
"Min 1x per month","1988","Berlin","Male","6","","","","3"
"Min 1x per month","1988","Berlin","Female","1","","","","3"
"Min 1x per month","1988","Brandenburg","Male","","","","","3"
"Min 1x per week","1988","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","1988","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","1988","Saxony","Male","","","","","2"
"Min 1x per week","1988","Saxony","Female","","","","","2"
"Min 1x per week","1988","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","1988","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","1988","North Rhine-Westphalia","Male","12","","","","2"
"Min 1x per week","1988","North Rhine-Westphalia","Female","3","","","","2"
"Min 1x per week","1988","Hesse","Male","2","","","","2"
"Min 1x per week","1988","Hesse","Female","2","","","","2"
"Min 1x per week","1988","Thuringia","Male","","","","","2"
"Min 1x per week","1988","Thuringia","Female","","","","","2"
"Min 1x per week","1988","Brandenburg","Female","","","","","2"
"Min 1x per week","1988","Baden-Württemberg","Female","3","","","","2"
"Min 1x per week","1988","Bavaria","Male","13","","","","2"
"Min 1x per week","1988","Bavaria","Female","2","","","","2"
"Min 1x per week","1988","Berlin","Male","","","","","2"
"Min 1x per week","1988","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","1988","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","1988","Hamburg","Male","4","","","","2"
"Min 1x per week","1988","Hamburg","Female","","","","","2"
"Min 1x per week","1988","Lower Saxony","Male","6","","","","2"
"Min 1x per week","1988","Lower Saxony","Female","1","","","","2"
"Min 1x per week","1988","Bremen","Male","","","","","2"
"Min 1x per week","1988","Bremen","Female","","","","","2"
"Min 1x per week","1988","Rhineland-Palatinate,Saarland","Male","11","","","","2"
"Min 1x per week","1988","Rhineland-Palatinate,Saarland","Female","2","","","","2"
"Min 1x per week","1988","Baden-Württemberg","Male","8","","","","2"
"Min 1x per week","1988","Berlin","Female","","","","","2"
"Min 1x per week","1988","Brandenburg","Male","","","","","2"
"Never","1988","Schleswig-Holstein","Female","154","0.954577295574978","0.922512193402716","0.98664239774724","5"
"Never","1988","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","1988","North Rhine-Westphalia","Male","1218","0.890883544400101","0.874202339118334","0.907564749681868","5"
"Never","1988","Saxony","Male","","","","","5"
"Never","1988","Saxony","Female","","","","","5"
"Never","1988","Schleswig-Holstein","Male","129","0.838659413665696","0.779988311612573","0.897330515718819","5"
"Never","1988","Hamburg","Male","87","0.887181666837071","0.824544634672115","0.949818699002027","5"
"Never","1988","Hamburg","Female","96","0.948864459934642","0.905905780966276","0.991823138903008","5"
"Never","1988","Lower Saxony","Male","458","0.902168710278791","0.876359663216323","0.927977757341259","5"
"Never","1988","Lower Saxony","Female","507","0.954789946278065","0.937118493248678","0.972461399307453","5"
"Never","1988","Bremen","Male","37","0.81778978689079","0.703730946459936","0.931848627321645","5"
"Never","1988","Bremen","Female","54","0.963055442133389","0.913652255932358","1.01245862833442","5"
"Never","1988","Brandenburg","Female","","","","","5"
"Never","1988","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","1988","Saxony-Anhalt","Male","","","","","5"
"Never","1988","Saxony-Anhalt","Female","","","","","5"
"Never","1988","Thuringia","Male","","","","","5"
"Never","1988","Thuringia","Female","","","","","5"
"Never","1988","North Rhine-Westphalia","Female","1284","0.951782995206543","0.940334298934535","0.96323169147855","5"
"Never","1988","Hesse","Male","452","0.886947740674443","0.85910842628174","0.914787055067146","5"
"Never","1988","Hesse","Female","471","0.932091342489979","0.909994753928309","0.954187931051649","5"
"Never","1988","Rhineland-Palatinate,Saarland","Male","316","0.870688354250525","0.835832696758305","0.905544011742744","5"
"Never","1988","Rhineland-Palatinate,Saarland","Female","358","0.95779724905695","0.937448410308489","0.978146087805411","5"
"Never","1988","Baden-Württemberg","Male","887","0.903480430387256","0.884761276771927","0.922199584002586","5"
"Never","1988","Baden-Württemberg","Female","903","0.963360753548658","0.95130553715465","0.975415969942666","5"
"Never","1988","Bavaria","Male","686","0.869937082973702","0.846406432671621","0.893467733275783","5"
"Never","1988","Bavaria","Female","804","0.949828544931531","0.93510108585642","0.964556004006641","5"
"Never","1988","Berlin","Male","149","0.909885305536635","0.866060772229763","0.953709838843508","5"
"Never","1988","Berlin","Female","163","0.966156512206743","0.93881297155285","0.993500052860635","5"
"Never","1988","Brandenburg","Male","","","","","5"
"Rarely","1988","Schleswig-Holstein","Female","8","","","","4"
"Rarely","1988","Hamburg","Male","1","","","","4"
"Rarely","1988","Hamburg","Female","3","","","","4"
"Rarely","1988","North Rhine-Westphalia","Male","96","0.0845225867080783","0.0696398760047193","0.0994052974114374","4"
"Rarely","1988","North Rhine-Westphalia","Female","52","0.0420101692604108","0.0312889392338625","0.052731399286959","4"
"Rarely","1988","Hesse","Male","30","0.0770259651010635","0.0535845830709353","0.100467347131192","4"
"Rarely","1988","Baden-Württemberg","Female","23","","","","4"
"Rarely","1988","Bavaria","Male","69","0.085567361376105","0.0659995077052125","0.105135215046998","4"
"Rarely","1988","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","1988","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","1988","Saxony","Male","","","","","4"
"Rarely","1988","Schleswig-Holstein","Male","19","","","","4"
"Rarely","1988","Lower Saxony","Male","31","0.0603315483901746","0.0396468706727789","0.0810162261075702","4"
"Rarely","1988","Lower Saxony","Female","15","","","","4"
"Rarely","1988","Bremen","Male","6","","","","4"
"Rarely","1988","Bremen","Female","2","","","","4"
"Rarely","1988","Hesse","Female","22","","","","4"
"Rarely","1988","Rhineland-Palatinate,Saarland","Male","24","","","","4"
"Rarely","1988","Rhineland-Palatinate,Saarland","Female","14","","","","4"
"Rarely","1988","Baden-Württemberg","Male","51","0.0726154085564946","0.0561655004820113","0.089065316630978","4"
"Rarely","1988","Saxony","Female","","","","","4"
"Rarely","1988","Thuringia","Female","","","","","4"
"Rarely","1988","Saxony-Anhalt","Male","","","","","4"
"Rarely","1988","Saxony-Anhalt","Female","","","","","4"
"Rarely","1988","Thuringia","Male","","","","","4"
"Rarely","1988","Brandenburg","Female","","","","","4"
"Rarely","1988","Bavaria","Female","30","0.0347599970852114","0.0224023898010919","0.047117604369331","4"
"Rarely","1988","Berlin","Male","9","","","","4"
"Rarely","1988","Berlin","Female","4","","","","4"
"Rarely","1988","Brandenburg","Male","","","","","4"
"Daily","1989","North Rhine-Westphalia","Male","","","","","1"
"Daily","1989","North Rhine-Westphalia","Female","","","","","1"
"Daily","1989","Hesse","Male","","","","","1"
"Daily","1989","Hesse","Female","","","","","1"
"Daily","1989","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","1989","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","1989","Baden-Württemberg","Male","","","","","1"
"Daily","1989","Baden-Württemberg","Female","","","","","1"
"Daily","1989","Bavaria","Male","","","","","1"
"Daily","1989","Bavaria","Female","","","","","1"
"Daily","1989","Berlin","Male","","","","","1"
"Daily","1989","Berlin","Female","","","","","1"
"Daily","1989","Brandenburg","Male","","","","","1"
"Daily","1989","Schleswig-Holstein","Male","","","","","1"
"Daily","1989","Schleswig-Holstein","Female","","","","","1"
"Daily","1989","Hamburg","Male","","","","","1"
"Daily","1989","Hamburg","Female","","","","","1"
"Daily","1989","Lower Saxony","Male","","","","","1"
"Daily","1989","Lower Saxony","Female","","","","","1"
"Daily","1989","Bremen","Male","","","","","1"
"Daily","1989","Bremen","Female","","","","","1"
"Daily","1989","Brandenburg","Female","","","","","1"
"Daily","1989","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","1989","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","1989","Saxony","Male","","","","","1"
"Daily","1989","Saxony","Female","","","","","1"
"Daily","1989","Saxony-Anhalt","Male","","","","","1"
"Daily","1989","Saxony-Anhalt","Female","","","","","1"
"Daily","1989","Thuringia","Male","","","","","1"
"Daily","1989","Thuringia","Female","","","","","1"
"Min 1x per month","1989","Hamburg","Female","","","","","3"
"Min 1x per month","1989","Saxony","Male","","","","","3"
"Min 1x per month","1989","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","1989","Hamburg","Male","","","","","3"
"Min 1x per month","1989","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","1989","Saxony","Female","","","","","3"
"Min 1x per month","1989","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","1989","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","1989","Brandenburg","Female","","","","","3"
"Min 1x per month","1989","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","1989","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","1989","Thuringia","Male","","","","","3"
"Min 1x per month","1989","Thuringia","Female","","","","","3"
"Min 1x per month","1989","Bremen","Male","","","","","3"
"Min 1x per month","1989","Bremen","Female","","","","","3"
"Min 1x per month","1989","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","1989","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","1989","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","1989","Bavaria","Male","","","","","3"
"Min 1x per month","1989","Lower Saxony","Male","","","","","3"
"Min 1x per month","1989","Lower Saxony","Female","","","","","3"
"Min 1x per month","1989","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","1989","Hesse","Male","","","","","3"
"Min 1x per month","1989","Hesse","Female","","","","","3"
"Min 1x per month","1989","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","1989","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","1989","Bavaria","Female","","","","","3"
"Min 1x per month","1989","Berlin","Male","","","","","3"
"Min 1x per month","1989","Berlin","Female","","","","","3"
"Min 1x per month","1989","Brandenburg","Male","","","","","3"
"Min 1x per week","1989","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","1989","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","1989","Saxony","Female","","","","","2"
"Min 1x per week","1989","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","1989","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","1989","Thuringia","Male","","","","","2"
"Min 1x per week","1989","Thuringia","Female","","","","","2"
"Min 1x per week","1989","Saxony","Male","","","","","2"
"Min 1x per week","1989","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","1989","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","1989","Hesse","Male","","","","","2"
"Min 1x per week","1989","Hesse","Female","","","","","2"
"Min 1x per week","1989","Brandenburg","Female","","","","","2"
"Min 1x per week","1989","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","1989","Hamburg","Male","","","","","2"
"Min 1x per week","1989","Hamburg","Female","","","","","2"
