"pli0097_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Never","1986","Brandenburg","direct migration background","","","","","5"
"Rarely","1986","Schleswig-Holstein","no migration background","16","","","","4"
"Rarely","1986","Schleswig-Holstein","direct migration background","1","","","","4"
"Rarely","1986","Schleswig-Holstein","indirect migration background","","","","","4"
"Rarely","1986","Hamburg","no migration background","8","","","","4"
"Rarely","1986","Hamburg","direct migration background","1","","","","4"
"Rarely","1986","Hamburg","indirect migration background","","","","","4"
"Rarely","1986","Lower Saxony","no migration background","46","0.0468261370872881","0.0331596473667729","0.0604926268078033","4"
"Rarely","1986","Lower Saxony","direct migration background","3","","","","4"
"Rarely","1986","Lower Saxony","indirect migration background","","","","","4"
"Rarely","1986","Bremen","no migration background","2","","","","4"
"Rarely","1986","Bremen","direct migration background","","","","","4"
"Rarely","1986","Bremen","indirect migration background","","","","","4"
"Rarely","1986","North Rhine-Westphalia","no migration background","129","0.0631889334817292","0.0525919539352152","0.0737859130282431","4"
"Rarely","1986","North Rhine-Westphalia","direct migration background","21","","","","4"
"Rarely","1986","North Rhine-Westphalia","indirect migration background","2","","","","4"
"Rarely","1986","Baden-Württemberg","no migration background","49","0.038296699003807","0.0273189002079086","0.0492744977997055","4"
"Rarely","1986","Baden-Württemberg","direct migration background","16","","","","4"
"Rarely","1986","Baden-Württemberg","indirect migration background","3","","","","4"
"Rarely","1986","Bavaria","no migration background","88","0.0620178850197322","0.049166351679297","0.0748694183601674","4"
"Rarely","1986","Brandenburg","indirect migration background","","","","","4"
"Rarely","1986","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"Rarely","1986","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"Rarely","1986","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Rarely","1986","Saxony","no migration background","","","","","4"
"Rarely","1986","Saxony","direct migration background","","","","","4"
"Rarely","1986","Saxony","indirect migration background","","","","","4"
"Rarely","1986","Saxony-Anhalt","no migration background","","","","","4"
"Rarely","1986","Saxony-Anhalt","direct migration background","","","","","4"
"Rarely","1986","Saxony-Anhalt","indirect migration background","","","","","4"
"Rarely","1986","Thuringia","no migration background","","","","","4"
"Rarely","1986","Thuringia","direct migration background","","","","","4"
"Rarely","1986","Thuringia","indirect migration background","","","","","4"
"Rarely","1986","Hesse","no migration background","43","0.0612270833729032","0.0427678929534369","0.0796862737923695","4"
"Rarely","1986","Hesse","direct migration background","5","","","","4"
"Rarely","1986","Hesse","indirect migration background","1","","","","4"
"Rarely","1986","Rhineland-Palatinate,Saarland","no migration background","28","","","","4"
"Rarely","1986","Rhineland-Palatinate,Saarland","direct migration background","4","","","","4"
"Rarely","1986","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Rarely","1986","Bavaria","direct migration background","13","","","","4"
"Rarely","1986","Bavaria","indirect migration background","1","","","","4"
"Rarely","1986","Berlin","no migration background","17","","","","4"
"Rarely","1986","Berlin","direct migration background","4","","","","4"
"Rarely","1986","Berlin","indirect migration background","","","","","4"
"Rarely","1986","Brandenburg","no migration background","","","","","4"
"Rarely","1986","Brandenburg","direct migration background","","","","","4"
"Daily","1987","Schleswig-Holstein","no migration background","","","","","1"
"Daily","1987","Schleswig-Holstein","direct migration background","","","","","1"
"Daily","1987","Schleswig-Holstein","indirect migration background","","","","","1"
"Daily","1987","Hamburg","no migration background","","","","","1"
"Daily","1987","Hamburg","direct migration background","","","","","1"
"Daily","1987","Hamburg","indirect migration background","","","","","1"
"Daily","1987","Lower Saxony","no migration background","","","","","1"
"Daily","1987","Lower Saxony","direct migration background","","","","","1"
"Daily","1987","Lower Saxony","indirect migration background","","","","","1"
"Daily","1987","Bremen","no migration background","","","","","1"
"Daily","1987","Bremen","direct migration background","","","","","1"
"Daily","1987","Bremen","indirect migration background","","","","","1"
"Daily","1987","North Rhine-Westphalia","no migration background","","","","","1"
"Daily","1987","North Rhine-Westphalia","direct migration background","","","","","1"
"Daily","1987","North Rhine-Westphalia","indirect migration background","","","","","1"
"Daily","1987","Hesse","no migration background","","","","","1"
"Daily","1987","Hesse","direct migration background","","","","","1"
"Daily","1987","Hesse","indirect migration background","","","","","1"
"Daily","1987","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Daily","1987","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Daily","1987","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Daily","1987","Baden-Württemberg","no migration background","","","","","1"
"Daily","1987","Baden-Württemberg","direct migration background","","","","","1"
"Daily","1987","Baden-Württemberg","indirect migration background","","","","","1"
"Daily","1987","Bavaria","no migration background","","","","","1"
"Daily","1987","Bavaria","direct migration background","","","","","1"
"Daily","1987","Bavaria","indirect migration background","","","","","1"
"Daily","1987","Berlin","no migration background","","","","","1"
"Daily","1987","Berlin","direct migration background","","","","","1"
"Daily","1987","Berlin","indirect migration background","","","","","1"
"Daily","1987","Brandenburg","no migration background","","","","","1"
"Daily","1987","Brandenburg","direct migration background","","","","","1"
"Daily","1987","Brandenburg","indirect migration background","","","","","1"
"Daily","1987","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Daily","1987","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Daily","1987","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Daily","1987","Saxony","no migration background","","","","","1"
"Daily","1987","Saxony","direct migration background","","","","","1"
"Daily","1987","Saxony","indirect migration background","","","","","1"
"Daily","1987","Saxony-Anhalt","no migration background","","","","","1"
"Daily","1987","Saxony-Anhalt","direct migration background","","","","","1"
"Daily","1987","Saxony-Anhalt","indirect migration background","","","","","1"
"Daily","1987","Thuringia","no migration background","","","","","1"
"Daily","1987","Thuringia","direct migration background","","","","","1"
"Daily","1987","Thuringia","indirect migration background","","","","","1"
"Min 1x per month","1987","Hamburg","no migration background","","","","","3"
"Min 1x per month","1987","Schleswig-Holstein","direct migration background","","","","","3"
"Min 1x per month","1987","Schleswig-Holstein","indirect migration background","","","","","3"
"Min 1x per month","1987","Hamburg","indirect migration background","","","","","3"
"Min 1x per month","1987","Hamburg","direct migration background","","","","","3"
"Min 1x per month","1987","Schleswig-Holstein","no migration background","","","","","3"
"Min 1x per month","1987","Brandenburg","indirect migration background","","","","","3"
"Min 1x per month","1987","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"Min 1x per month","1987","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Min 1x per month","1987","Saxony","direct migration background","","","","","3"
"Min 1x per month","1987","Saxony","no migration background","","","","","3"
"Min 1x per month","1987","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Min 1x per month","1987","Lower Saxony","no migration background","","","","","3"
"Min 1x per month","1987","Lower Saxony","direct migration background","","","","","3"
"Min 1x per month","1987","Lower Saxony","indirect migration background","","","","","3"
"Min 1x per month","1987","Bremen","no migration background","","","","","3"
"Min 1x per month","1987","Bremen","direct migration background","","","","","3"
"Min 1x per month","1987","Bremen","indirect migration background","","","","","3"
"Min 1x per month","1987","North Rhine-Westphalia","no migration background","","","","","3"
"Min 1x per month","1987","North Rhine-Westphalia","direct migration background","","","","","3"
"Min 1x per month","1987","North Rhine-Westphalia","indirect migration background","","","","","3"
