"pli0097_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","1986","Couple + C. GT 16 ","in school","76","0.958855961964491","0.915056912219382","1.0026550117096","5"
"Never","1986","Couple + C. GT 16 ","higher vocational","75","0.856356025472899","0.783490185907047","0.92922186503875","5"
"Never","1986","Single parent ","general elemantary","161","0.931062288315725","0.892978387081858","0.969146189549592","5"
"Never","1986","(Married) couple without C. ","higher education","156","0.815457725626575","0.760442858604805","0.870472592648344","5"
"Never","1986","Couple + C. LE 16 ","higher vocational","147","0.872041986477226","0.82167949798869","0.922404474965763","5"
"Never","1986","Couple + C. LE and GT 16","general elemantary","441","0.930014093959225","0.906825646386326","0.953202541532123","5"
"Rarely","1986","Couple + C. LE and GT 16","vocational + Abi","1","","","","4"
"Rarely","1986","Couple + C. LE and GT 16","middle vocational","28","","","","4"
"Rarely","1986","Couple + C. LE and GT 16","higher vocational","5","","","","4"
"Rarely","1986","1-pers.-HH","in school","","","","","4"
"Rarely","1986","1-pers.-HH","inadequately","","","","","4"
"Rarely","1986","1-pers.-HH","general elemantary","5","","","","4"
"Rarely","1986","1-pers.-HH","middle vocational","23","","","","4"
"Rarely","1986","1-pers.-HH","vocational + Abi","4","","","","4"
"Rarely","1986","1-pers.-HH","higher vocational","7","","","","4"
"Rarely","1986","1-pers.-HH","higher education","12","","","","4"
"Rarely","1986","(Married) couple without C. ","in school","","","","","4"
"Rarely","1986","(Married) couple without C. ","inadequately","1","","","","4"
"Rarely","1986","(Married) couple without C. ","general elemantary","16","","","","4"
"Rarely","1986","(Married) couple without C. ","middle vocational","58","0.0469386896677073","0.0352228929579334","0.0586544863774812","4"
"Rarely","1986","(Married) couple without C. ","vocational + Abi","4","","","","4"
"Rarely","1986","Single parent ","in school","","","","","4"
"Rarely","1986","Single parent ","inadequately","","","","","4"
"Rarely","1986","Single parent ","general elemantary","5","","","","4"
"Rarely","1986","Single parent ","middle vocational","6","","","","4"
"Rarely","1986","Single parent ","vocational + Abi","2","","","","4"
"Rarely","1986","Single parent ","higher vocational","2","","","","4"
"Rarely","1986","Single parent ","higher education","2","","","","4"
"Rarely","1986","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","1986","Couple + C. LE 16 ","inadequately","2","","","","4"
"Rarely","1986","Couple + C. LE 16 ","general elemantary","13","","","","4"
"Rarely","1986","Couple + C. LE 16 ","middle vocational","47","0.0453880187714324","0.0334862033420574","0.0572898342008074","4"
"Rarely","1986","Couple + C. LE 16 ","higher education","26","","","","4"
"Rarely","1986","Couple + C. GT 16 ","in school","2","","","","4"
"Rarely","1986","Couple + C. GT 16 ","inadequately","3","","","","4"
"Rarely","1986","Couple + C. GT 16 ","general elemantary","22","","","","4"
"Rarely","1986","Couple + C. GT 16 ","middle vocational","58","0.0690978201646359","0.0531208431854699","0.0850747971438018","4"
"Rarely","1986","Couple + C. GT 16 ","vocational + Abi","2","","","","4"
"Rarely","1986","Couple + C. GT 16 ","higher vocational","8","","","","4"
"Rarely","1986","Couple + C. GT 16 ","higher education","16","","","","4"
"Rarely","1986","Couple + C. LE and GT 16","in school","3","","","","4"
"Rarely","1986","Couple + C. LE and GT 16","inadequately","2","","","","4"
"Rarely","1986","Couple + C. LE and GT 16","general elemantary","18","","","","4"
"Rarely","1986","Couple + C. LE and GT 16","higher education","9","","","","4"
"Rarely","1986","(Married) couple without C. ","higher vocational","14","","","","4"
"Rarely","1986","(Married) couple without C. ","higher education","27","","","","4"
"Rarely","1986","Couple + C. LE 16 ","vocational + Abi","3","","","","4"
"Rarely","1986","Couple + C. LE 16 ","higher vocational","20","","","","4"
"Daily","1987","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","1987","1-pers.-HH","in school","","","","","1"
"Daily","1987","1-pers.-HH","inadequately","","","","","1"
"Daily","1987","1-pers.-HH","general elemantary","","","","","1"
"Daily","1987","1-pers.-HH","middle vocational","","","","","1"
"Daily","1987","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","1987","1-pers.-HH","higher vocational","","","","","1"
"Daily","1987","1-pers.-HH","higher education","","","","","1"
"Daily","1987","(Married) couple without C. ","in school","","","","","1"
"Daily","1987","(Married) couple without C. ","inadequately","","","","","1"
"Daily","1987","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","1987","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","1987","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","1987","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","1987","(Married) couple without C. ","higher education","","","","","1"
"Daily","1987","Single parent ","in school","","","","","1"
"Daily","1987","Single parent ","inadequately","","","","","1"
"Daily","1987","Single parent ","general elemantary","","","","","1"
"Daily","1987","Single parent ","middle vocational","","","","","1"
"Daily","1987","Single parent ","vocational + Abi","","","","","1"
"Daily","1987","Single parent ","higher vocational","","","","","1"
"Daily","1987","Single parent ","higher education","","","","","1"
"Daily","1987","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1987","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","1987","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","1987","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","1987","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","1987","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","1987","Couple + C. GT 16 ","in school","","","","","1"
"Daily","1987","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","1987","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","1987","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","1987","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","1987","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1987","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","1987","Couple + C. LE and GT 16","middle vocational","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Min 1x per month","1987","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1987","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","1987","1-pers.-HH","general elemantary","","","","","3"
"Min 1x per month","1987","1-pers.-HH","middle vocational","","","","","3"
"Min 1x per month","1987","1-pers.-HH","vocational + Abi","","","","","3"
"Min 1x per month","1987","1-pers.-HH","higher vocational","","","","","3"
"Min 1x per month","1987","1-pers.-HH","higher education","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","inadequately","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","general elemantary","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","middle vocational","","","","","3"
"Min 1x per month","1987","Single parent ","in school","","","","","3"
"Min 1x per month","1987","Single parent ","inadequately","","","","","3"
"Min 1x per month","1987","Single parent ","general elemantary","","","","","3"
"Min 1x per month","1987","Single parent ","middle vocational","","","","","3"
"Min 1x per month","1987","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","1987","Single parent ","higher vocational","","","","","3"
"Min 1x per month","1987","Single parent ","higher education","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","general elemantary","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","middle vocational","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","vocational + Abi","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","higher vocational","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","higher education","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","in school","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","inadequately","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","general elemantary","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","middle vocational","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","higher vocational","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","higher education","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","in school","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","general elemantary","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","higher vocational","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","higher education","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","higher vocational","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","higher education","","","","","3"
"Min 1x per week","1987","Couple + C. LE and GT 16","middle vocational","","","","","2"
"Min 1x per week","1987","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1987","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","1987","1-pers.-HH","general elemantary","","","","","2"
"Min 1x per week","1987","1-pers.-HH","middle vocational","","","","","2"
"Min 1x per week","1987","1-pers.-HH","vocational + Abi","","","","","2"
"Min 1x per week","1987","1-pers.-HH","higher vocational","","","","","2"
"Min 1x per week","1987","1-pers.-HH","higher education","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","higher education","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","middle vocational","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","general elemantary","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","middle vocational","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","vocational + Abi","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","higher vocational","","","","","2"
"Min 1x per week","1987","Single parent ","in school","","","","","2"
"Min 1x per week","1987","Single parent ","inadequately","","","","","2"
"Min 1x per week","1987","Single parent ","general elemantary","","","","","2"
"Min 1x per week","1987","Single parent ","middle vocational","","","","","2"
"Min 1x per week","1987","Single parent ","vocational + Abi","","","","","2"
"Min 1x per week","1987","Single parent ","higher vocational","","","","","2"
"Min 1x per week","1987","Single parent ","higher education","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","inadequately","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","general elemantary","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","higher vocational","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","higher education","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","in school","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","inadequately","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","general elemantary","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","middle vocational","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","higher vocational","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","higher education","","","","","2"
"Min 1x per week","1987","Couple + C. LE and GT 16","in school","","","","","2"
