"plh0206i02","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2005","Saxony-Anhalt","Part Time","11","","","","7"
"7 Strongly agree","2005","Saxony-Anhalt","Not Working","24","","","","7"
"7 Strongly agree","2005","Thuringia","Part Time","12","","","","7"
"7 Strongly agree","2005","Thuringia","Not Working","15","","","","7"
"7 Strongly agree","2005","Thuringia","Full Time","18","","","","7"
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","Part Time","14","","","","7"
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","Not Working","27","","","","7"
"7 Strongly agree","2005","Baden-Württemberg","Full Time","48","0.0542162568035966","0.0404340297589695","0.0679984838482238","7"
"7 Strongly agree","2005","Baden-Württemberg","Part Time","21","","","","7"
"7 Strongly agree","2005","Baden-Württemberg","Not Working","34","0.0359995536792246","0.0238826308354514","0.0481164765229977","7"
"7 Strongly agree","2005","Bavaria","Full Time","66","0.0705176747316076","0.0560384220601477","0.0849969274030675","7"
"7 Strongly agree","2005","Bavaria","Part Time","35","0.0459598672213654","0.0307905771802194","0.0611291572625115","7"
"7 Strongly agree","2005","Bavaria","Not Working","32","0.0354720452275181","0.0237713141236169","0.0471727763314193","7"
"7 Strongly agree","2005","Berlin","Full Time","16","","","","7"
"7 Strongly agree","2005","Berlin","Part Time","5","","","","7"
"7 Strongly agree","2005","Berlin","Not Working","14","","","","7"
"7 Strongly agree","2005","Brandenburg","Full Time","16","","","","7"
"7 Strongly agree","2005","Brandenburg","Part Time","12","","","","7"
"7 Strongly agree","2005","Brandenburg","Not Working","31","0.0726930096986426","0.0467586327910052","0.09862738660628","7"
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","Full Time","9","","","","7"
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","Part Time","6","","","","7"
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","Not Working","15","","","","7"
"7 Strongly agree","2005","Saxony","Full Time","34","0.0753122780301992","0.0547544762766267","0.0958700797837718","7"
"7 Strongly agree","2005","Saxony","Part Time","16","","","","7"
"7 Strongly agree","2005","Schleswig-Holstein","Full Time","12","","","","7"
"7 Strongly agree","2005","Schleswig-Holstein","Part Time","7","","","","7"
"7 Strongly agree","2005","Schleswig-Holstein","Not Working","10","","","","7"
"7 Strongly agree","2005","Hamburg","Full Time","6","","","","7"
"7 Strongly agree","2005","Hamburg","Part Time","2","","","","7"
"7 Strongly agree","2005","Hamburg","Not Working","7","","","","7"
"7 Strongly agree","2005","Lower Saxony","Full Time","39","0.0523258462982856","0.0350194285826825","0.0696322640138886","7"
"7 Strongly agree","2005","Lower Saxony","Part Time","22","","","","7"
"7 Strongly agree","2005","Lower Saxony","Not Working","56","0.0819870227605194","0.0613820756883528","0.102591969832686","7"
"7 Strongly agree","2005","Bremen","Full Time","4","","","","7"
"7 Strongly agree","2005","Bremen","Part Time","6","","","","7"
"7 Strongly agree","2005","Bremen","Not Working","5","","","","7"
"7 Strongly agree","2005","North Rhine-Westphalia","Full Time","103","0.0644553118492267","0.0525415301134155","0.076369093585038","7"
"7 Strongly agree","2005","North Rhine-Westphalia","Part Time","67","0.0772481222501613","0.0608232687575554","0.0936729757427673","7"
"7 Strongly agree","2005","North Rhine-Westphalia","Not Working","120","0.0700559442482121","0.0578905218116007","0.0822213666848235","7"
"7 Strongly agree","2005","Hesse","Full Time","38","0.10832960842338","0.0827927353782559","0.133866481468503","7"
"7 Strongly agree","2005","Hesse","Part Time","19","","","","7"
"7 Strongly agree","2005","Hesse","Not Working","41","0.0899123343049584","0.0635119000343985","0.116312768575518","7"
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","Full Time","23","","","","7"
"1 Strongly disagree","2006","Schleswig-Holstein","Full Time","","","","","1"
"1 Strongly disagree","2006","Schleswig-Holstein","Part Time","","","","","1"
"1 Strongly disagree","2006","Schleswig-Holstein","Not Working","","","","","1"
"1 Strongly disagree","2006","Hamburg","Full Time","","","","","1"
"1 Strongly disagree","2006","Hamburg","Part Time","","","","","1"
"1 Strongly disagree","2006","Hamburg","Not Working","","","","","1"
"1 Strongly disagree","2006","Lower Saxony","Full Time","","","","","1"
"1 Strongly disagree","2006","Lower Saxony","Part Time","","","","","1"
"1 Strongly disagree","2006","Lower Saxony","Not Working","","","","","1"
"1 Strongly disagree","2006","Bremen","Full Time","","","","","1"
"1 Strongly disagree","2006","Bremen","Part Time","","","","","1"
"1 Strongly disagree","2006","Bremen","Not Working","","","","","1"
"1 Strongly disagree","2006","North Rhine-Westphalia","Full Time","","","","","1"
"1 Strongly disagree","2006","North Rhine-Westphalia","Part Time","","","","","1"
"1 Strongly disagree","2006","North Rhine-Westphalia","Not Working","","","","","1"
"1 Strongly disagree","2006","Hesse","Full Time","","","","","1"
"1 Strongly disagree","2006","Hesse","Part Time","","","","","1"
"1 Strongly disagree","2006","Hesse","Not Working","","","","","1"
"1 Strongly disagree","2006","Rhineland-Palatinate,Saarland","Full Time","","","","","1"
"1 Strongly disagree","2006","Rhineland-Palatinate,Saarland","Part Time","","","","","1"
"1 Strongly disagree","2006","Rhineland-Palatinate,Saarland","Not Working","","","","","1"
"1 Strongly disagree","2006","Baden-Württemberg","Full Time","","","","","1"
"1 Strongly disagree","2006","Baden-Württemberg","Part Time","","","","","1"
"1 Strongly disagree","2006","Baden-Württemberg","Not Working","","","","","1"
"1 Strongly disagree","2006","Bavaria","Full Time","","","","","1"
"1 Strongly disagree","2006","Bavaria","Part Time","","","","","1"
"1 Strongly disagree","2006","Bavaria","Not Working","","","","","1"
"1 Strongly disagree","2006","Berlin","Full Time","","","","","1"
"1 Strongly disagree","2006","Berlin","Part Time","","","","","1"
"1 Strongly disagree","2006","Berlin","Not Working","","","","","1"
"1 Strongly disagree","2006","Brandenburg","Full Time","","","","","1"
"1 Strongly disagree","2006","Brandenburg","Part Time","","","","","1"
"1 Strongly disagree","2006","Brandenburg","Not Working","","","","","1"
"1 Strongly disagree","2006","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"1 Strongly disagree","2006","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"1 Strongly disagree","2006","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"1 Strongly disagree","2006","Saxony","Full Time","","","","","1"
"1 Strongly disagree","2006","Saxony","Part Time","","","","","1"
"1 Strongly disagree","2006","Saxony","Not Working","","","","","1"
"1 Strongly disagree","2006","Saxony-Anhalt","Full Time","","","","","1"
"1 Strongly disagree","2006","Saxony-Anhalt","Part Time","","","","","1"
"1 Strongly disagree","2006","Saxony-Anhalt","Not Working","","","","","1"
"1 Strongly disagree","2006","Thuringia","Full Time","","","","","1"
"1 Strongly disagree","2006","Thuringia","Part Time","","","","","1"
"1 Strongly disagree","2006","Thuringia","Not Working","","","","","1"
"2 on scale 1-7 ","2006","Rhineland-Palatinate,Saarland","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Rhineland-Palatinate,Saarland","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Baden-Württemberg","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Baden-Württemberg","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Baden-Württemberg","Not Working","","","","","2"
"2 on scale 1-7 ","2006","North Rhine-Westphalia","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Hesse","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Hesse","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Hesse","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Rhineland-Palatinate,Saarland","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Bavaria","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Bavaria","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Bavaria","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Berlin","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Berlin","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Berlin","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Brandenburg","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Brandenburg","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Brandenburg","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Mecklenburg-Western Pomerania","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Mecklenburg-Western Pomerania","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Saxony","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Saxony","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Saxony","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Saxony-Anhalt","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Saxony-Anhalt","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Saxony-Anhalt","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Thuringia","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Thuringia","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Schleswig-Holstein","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Schleswig-Holstein","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Schleswig-Holstein","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Hamburg","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Hamburg","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Hamburg","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Lower Saxony","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Lower Saxony","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Lower Saxony","Not Working","","","","","2"
"2 on scale 1-7 ","2006","Bremen","Full Time","","","","","2"
"2 on scale 1-7 ","2006","Bremen","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Bremen","Not Working","","","","","2"
"2 on scale 1-7 ","2006","North Rhine-Westphalia","Full Time","","","","","2"
"2 on scale 1-7 ","2006","North Rhine-Westphalia","Part Time","","","","","2"
"2 on scale 1-7 ","2006","Thuringia","Not Working","","","","","2"
"3 on scale 1-7 ","2006","Rhineland-Palatinate,Saarland","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Baden-Württemberg","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Baden-Württemberg","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Baden-Württemberg","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Bavaria","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Rhineland-Palatinate,Saarland","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Berlin","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Bavaria","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Bavaria","Part Time","","","","","3"
"3 on scale 1-7 ","2006","North Rhine-Westphalia","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Hesse","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Hesse","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Hesse","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Rhineland-Palatinate,Saarland","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Berlin","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Berlin","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Brandenburg","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Brandenburg","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Brandenburg","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Saxony","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Saxony","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Saxony","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Saxony-Anhalt","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Saxony-Anhalt","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Saxony-Anhalt","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Thuringia","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Thuringia","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Thuringia","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Schleswig-Holstein","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Schleswig-Holstein","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Schleswig-Holstein","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Hamburg","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Hamburg","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Hamburg","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Lower Saxony","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Lower Saxony","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Lower Saxony","Not Working","","","","","3"
"3 on scale 1-7 ","2006","Bremen","Full Time","","","","","3"
"3 on scale 1-7 ","2006","Bremen","Part Time","","","","","3"
"3 on scale 1-7 ","2006","Bremen","Not Working","","","","","3"
"3 on scale 1-7 ","2006","North Rhine-Westphalia","Full Time","","","","","3"
"3 on scale 1-7 ","2006","North Rhine-Westphalia","Part Time","","","","","3"
"4 on scale 1-7","2006","Berlin","Part Time","","","","","4"
"4 on scale 1-7","2006","Schleswig-Holstein","Part Time","","","","","4"
"4 on scale 1-7","2006","Berlin","Not Working","","","","","4"
"4 on scale 1-7","2006","Schleswig-Holstein","Full Time","","","","","4"
"4 on scale 1-7","2006","Berlin","Full Time","","","","","4"
"4 on scale 1-7","2006","Rhineland-Palatinate,Saarland","Part Time","","","","","4"
"4 on scale 1-7","2006","Bavaria","Part Time","","","","","4"
"4 on scale 1-7","2006","Bavaria","Not Working","","","","","4"
"4 on scale 1-7","2006","Rhineland-Palatinate,Saarland","Not Working","","","","","4"
"4 on scale 1-7","2006","Baden-Württemberg","Full Time","","","","","4"
"4 on scale 1-7","2006","Baden-Württemberg","Part Time","","","","","4"
"4 on scale 1-7","2006","Baden-Württemberg","Not Working","","","","","4"
"4 on scale 1-7","2006","Bavaria","Full Time","","","","","4"
"4 on scale 1-7","2006","Brandenburg","Full Time","","","","","4"
"4 on scale 1-7","2006","Brandenburg","Part Time","","","","","4"
"4 on scale 1-7","2006","Schleswig-Holstein","Not Working","","","","","4"
"4 on scale 1-7","2006","Hamburg","Full Time","","","","","4"
"4 on scale 1-7","2006","Hamburg","Part Time","","","","","4"
"4 on scale 1-7","2006","Hamburg","Not Working","","","","","4"
"4 on scale 1-7","2006","Lower Saxony","Full Time","","","","","4"
"4 on scale 1-7","2006","Lower Saxony","Part Time","","","","","4"
"4 on scale 1-7","2006","Lower Saxony","Not Working","","","","","4"
"4 on scale 1-7","2006","Bremen","Full Time","","","","","4"
"4 on scale 1-7","2006","Bremen","Part Time","","","","","4"
"4 on scale 1-7","2006","Bremen","Not Working","","","","","4"
"4 on scale 1-7","2006","North Rhine-Westphalia","Full Time","","","","","4"
"4 on scale 1-7","2006","North Rhine-Westphalia","Part Time","","","","","4"
"4 on scale 1-7","2006","North Rhine-Westphalia","Not Working","","","","","4"
"4 on scale 1-7","2006","Hesse","Full Time","","","","","4"
"4 on scale 1-7","2006","Hesse","Part Time","","","","","4"
"4 on scale 1-7","2006","Hesse","Not Working","","","","","4"
"4 on scale 1-7","2006","Rhineland-Palatinate,Saarland","Full Time","","","","","4"
