"party","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"AfD","2016","direct migration background","Urban Area","34","0.0229293373232607","0.0126846218019197","0.0331740528446018","7"
"AfD","2016","indirect migration background","Rural Area","4","","","","7"
"AfD","2016","no migration background","Rural Area","200","0.0706794377308925","0.0608975574700933","0.0804613179916917","7"
"AfD","2016","direct migration background","Rural Area","16","","","","7"
"AfD","2016","indirect migration background","Urban Area","14","","","","7"
"AfD","2016","no migration background","Urban Area","249","0.0515595982925373","0.0455485811332208","0.0575706154518538","7"
"CDU/CSU","2016","no migration background","Urban Area","1975","0.382341796727786","0.369132242029853","0.395551351425719","2"
"CDU/CSU","2016","no migration background","Rural Area","1160","0.465852877049862","0.446813713529642","0.484892040570082","2"
"CDU/CSU","2016","direct migration background","Rural Area","109","0.3448110893174","0.284425474301331","0.405196704333469","2"
"CDU/CSU","2016","direct migration background","Urban Area","321","0.405553934920599","0.371947557312957","0.43916031252824","2"
"CDU/CSU","2016","indirect migration background","Urban Area","85","0.198651195518862","0.157205495408341","0.240096895629383","2"
"CDU/CSU","2016","indirect migration background","Rural Area","23","","","","2"
"FDP","2016","no migration background","Urban Area","195","0.0360020859666526","0.0309381283555775","0.0410660435777277","3"
"FDP","2016","no migration background","Rural Area","51","0.0164117239191028","0.0115624490784847","0.021260998759721","3"
"FDP","2016","direct migration background","Rural Area","4","","","","3"
"FDP","2016","direct migration background","Urban Area","17","","","","3"
"FDP","2016","indirect migration background","Urban Area","11","","","","3"
"FDP","2016","indirect migration background","Rural Area","2","","","","3"
"Grüne","2016","indirect migration background","Urban Area","71","0.180832307410524","0.140851872708491","0.220812742112558","4"
"Grüne","2016","indirect migration background","Rural Area","7","","","","4"
"Grüne","2016","no migration background","Urban Area","965","0.17814733882727","0.167746345092069","0.188548332562471","4"
"Grüne","2016","no migration background","Rural Area","315","0.102515349967854","0.0909382178317638","0.114092482103945","4"
"Grüne","2016","direct migration background","Urban Area","118","0.150632078317424","0.126150025735623","0.175114130899226","4"
"Grüne","2016","direct migration background","Rural Area","25","","","","4"
"NPD","2016","direct migration background","Rural Area","2","","","","6"
"NPD","2016","no migration background","Urban Area","32","0.00753080714657569","0.00518080930861814","0.00988080498453323","6"
"NPD","2016","direct migration background","Urban Area","5","","","","6"
"NPD","2016","indirect migration background","Urban Area","3","","","","6"
"NPD","2016","no migration background","Rural Area","27","","","","6"
"NPD","2016","indirect migration background","Rural Area","2","","","","6"
"Other","2016","direct migration background","Rural Area","","","","","8"
"Other","2016","indirect migration background","Urban Area","5","","","","8"
"Other","2016","indirect migration background","Rural Area","3","","","","8"
"Other","2016","no migration background","Urban Area","49","0.00893165409343538","0.00637421127244949","0.0114890969144213","8"
"Other","2016","no migration background","Rural Area","34","0.0154300156868578","0.0107256669832207","0.0201343643904949","8"
"Other","2016","direct migration background","Urban Area","10","","","","8"
"PDS/Linke","2016","no migration background","Urban Area","305","0.0552343144276852","0.0490248417314663","0.0614437871239041","5"
"PDS/Linke","2016","no migration background","Rural Area","254","0.0820272061485228","0.0715538254264142","0.0925005868706313","5"
"PDS/Linke","2016","direct migration background","Rural Area","24","","","","5"
"PDS/Linke","2016","direct migration background","Urban Area","75","0.0657673636735828","0.0488015810266481","0.0827331463205176","5"
"PDS/Linke","2016","indirect migration background","Rural Area","7","","","","5"
"PDS/Linke","2016","indirect migration background","Urban Area","38","0.101452393703964","0.0700888745416551","0.132815912866273","5"
"SPD","2016","no migration background","Urban Area","1429","0.280252404518058","0.268044167077794","0.292460641958322","1"
"SPD","2016","no migration background","Rural Area","596","0.232908648788042","0.216775862632737","0.249041434943347","1"
"SPD","2016","direct migration background","Urban Area","240","0.324240523613485","0.292202118896625","0.356278928330344","1"
"SPD","2016","direct migration background","Rural Area","58","0.362225636869571","0.301161990584177","0.423289283154966","1"
"SPD","2016","indirect migration background","Urban Area","129","0.409409764002977","0.35833041879812","0.460489109207833","1"
"SPD","2016","indirect migration background","Rural Area","29","","","","1"
"AfD","2017","direct migration background","Urban Area","37","0.0374621258422928","0.0268153622482652","0.0481088894363204","7"
"AfD","2017","indirect migration background","Rural Area","4","","","","7"
"AfD","2017","no migration background","Urban Area","257","0.0534416339238346","0.047657366676461","0.0592259011712081","7"
"AfD","2017","no migration background","Rural Area","185","0.0632041624009951","0.0544954254161015","0.0719128993858888","7"
"AfD","2017","indirect migration background","Urban Area","9","","","","7"
"AfD","2017","direct migration background","Rural Area","20","","","","7"
"CDU/CSU","2017","no migration background","Urban Area","2133","0.363891449984455","0.351518127574241","0.376264772394668","2"
"CDU/CSU","2017","no migration background","Rural Area","1252","0.444409268945623","0.426625291119235","0.462193246772012","2"
"CDU/CSU","2017","direct migration background","Urban Area","607","0.360390339122721","0.333471485201318","0.387309193044125","2"
"CDU/CSU","2017","direct migration background","Rural Area","180","0.390291229916709","0.338591216565634","0.441991243267784","2"
"CDU/CSU","2017","indirect migration background","Urban Area","97","0.197292292242497","0.158582677398073","0.236001907086922","2"
"CDU/CSU","2017","indirect migration background","Rural Area","30","0.24593957338305","0.150977141525493","0.340902005240607","2"
"FDP","2017","no migration background","Urban Area","290","0.0471650367884594","0.041713063513566","0.0526170100633528","3"
"FDP","2017","no migration background","Rural Area","84","0.0220049782239084","0.0167546234321449","0.0272553330156719","3"
"FDP","2017","direct migration background","Rural Area","5","","","","3"
"FDP","2017","direct migration background","Urban Area","30","0.0384093682750184","0.0276341473817422","0.0491845891682947","3"
"FDP","2017","indirect migration background","Urban Area","15","","","","3"
"FDP","2017","indirect migration background","Rural Area","5","","","","3"
"Grüne","2017","no migration background","Rural Area","305","0.0914139977446033","0.0810994728107138","0.101728522678493","4"
"Grüne","2017","direct migration background","Urban Area","122","0.11320272877826","0.0954382238026402","0.13096723375388","4"
"Grüne","2017","indirect migration background","Urban Area","63","0.12664379908864","0.0942939139241485","0.158993684253132","4"
"Grüne","2017","indirect migration background","Rural Area","11","","","","4"
"Grüne","2017","direct migration background","Rural Area","30","0.119557460762562","0.0851720760156184","0.153942845509506","4"
"Grüne","2017","no migration background","Urban Area","866","0.128670012615006","0.120058790541083","0.137281234688928","4"
"NPD","2017","no migration background","Rural Area","38","0.0113597979006546","0.00756695989632192","0.0151526359049873","6"
"NPD","2017","direct migration background","Rural Area","3","","","","6"
"NPD","2017","no migration background","Urban Area","42","0.00561951793173855","0.00369704331867377","0.00754199254480333","6"
"NPD","2017","direct migration background","Urban Area","1","","","","6"
"NPD","2017","indirect migration background","Rural Area","","","","","6"
"NPD","2017","indirect migration background","Urban Area","3","","","","6"
"Other","2017","no migration background","Urban Area","63","0.0106554461573857","0.00801489618860448","0.0132959961261669","8"
"Other","2017","no migration background","Rural Area","25","","","","8"
"Other","2017","direct migration background","Urban Area","17","","","","8"
"Other","2017","direct migration background","Rural Area","1","","","","8"
"Other","2017","indirect migration background","Urban Area","13","","","","8"
"Other","2017","indirect migration background","Rural Area","","","","","8"
"PDS/Linke","2017","no migration background","Rural Area","282","0.0783505366345633","0.0687330025726679","0.0879680706964587","5"
"PDS/Linke","2017","no migration background","Urban Area","359","0.0629300509482826","0.0566848008599161","0.0691753010366491","5"
"PDS/Linke","2017","direct migration background","Urban Area","98","0.0941887346278788","0.0778118673999381","0.11056560185582","5"
"PDS/Linke","2017","direct migration background","Rural Area","22","","","","5"
"PDS/Linke","2017","indirect migration background","Urban Area","50","0.151184410545617","0.116339026665498","0.186029794425735","5"
"PDS/Linke","2017","indirect migration background","Rural Area","6","","","","5"
"SPD","2017","no migration background","Urban Area","1798","0.327626851650839","0.315556227923424","0.339697475378254","1"
"SPD","2017","no migration background","Rural Area","828","0.276487841469066","0.260480441594042","0.292495241344089","1"
"SPD","2017","direct migration background","Urban Area","310","0.343569752995288","0.316943243278796","0.37019626271178","1"
"SPD","2017","direct migration background","Rural Area","81","0.362688881893254","0.311734926002615","0.413642837783893","1"
"SPD","2017","indirect migration background","Urban Area","156","0.425514247214403","0.377421259432541","0.473607234996265","1"
"SPD","2017","indirect migration background","Rural Area","23","","","","1"
"AfD","2018","no migration background","Urban Area","325","0.0590763851923337","0.0530264737219543","0.0651262966627131","7"
"AfD","2018","no migration background","Rural Area","271","0.0921311201032973","0.0817733941060524","0.102488846100542","7"
"AfD","2018","direct migration background","Urban Area","63","0.0640018566714217","0.0509601936994273","0.0770435196434161","7"
"AfD","2018","direct migration background","Rural Area","33","0.119056657360658","0.0861023667139265","0.15201094800739","7"
"AfD","2018","indirect migration background","Urban Area","22","","","","7"
"AfD","2018","indirect migration background","Rural Area","5","","","","7"
"CDU/CSU","2018","no migration background","Urban Area","2014","0.363257989992381","0.35091688013192","0.375599099852842","2"
"CDU/CSU","2018","no migration background","Rural Area","1162","0.407079577836961","0.389484647974848","0.424674507699074","2"
"CDU/CSU","2018","direct migration background","Urban Area","651","0.360471722616558","0.334887945098829","0.386055500134287","2"
"CDU/CSU","2018","direct migration background","Rural Area","193","0.392031515732555","0.342353737939006","0.441709293526104","2"
"CDU/CSU","2018","indirect migration background","Urban Area","98","0.176778559301389","0.141687757132907","0.211869361469871","2"
"CDU/CSU","2018","indirect migration background","Rural Area","25","","","","2"
"FDP","2018","no migration background","Urban Area","339","0.0548333230533758","0.0489915946385983","0.0606750514681533","3"
"FDP","2018","direct migration background","Rural Area","6","","","","3"
"FDP","2018","indirect migration background","Rural Area","7","","","","3"
"FDP","2018","direct migration background","Urban Area","39","0.0298842396393463","0.0208116330762285","0.0389568462024641","3"
"FDP","2018","no migration background","Rural Area","122","0.0390217782214361","0.0320865624339071","0.0459569940089651","3"
"FDP","2018","indirect migration background","Urban Area","28","","","","3"
"Grüne","2018","no migration background","Urban Area","1092","0.167906556893829","0.158315096086064","0.177498017701594","4"
"Grüne","2018","no migration background","Rural Area","362","0.1040774479078","0.0931413288603473","0.115013566955253","4"
"Grüne","2018","direct migration background","Urban Area","185","0.108290984453954","0.0917330208965733","0.124848948011334","4"
"Grüne","2018","direct migration background","Rural Area","36","0.152729178378343","0.116124780350098","0.189333576406587","4"
"Grüne","2018","indirect migration background","Urban Area","81","0.208414689799685","0.171052425280757","0.245776954318613","4"
"Grüne","2018","indirect migration background","Rural Area","9","","","","4"
"NPD","2018","no migration background","Urban Area","13","","","","6"
"NPD","2018","no migration background","Rural Area","13","","","","6"
"NPD","2018","direct migration background","Urban Area","2","","","","6"
"NPD","2018","direct migration background","Rural Area","","","","","6"
"NPD","2018","indirect migration background","Urban Area","1","","","","6"
"NPD","2018","indirect migration background","Rural Area","1","","","","6"
"Other","2018","no migration background","Urban Area","75","0.012140054588454","0.00932994739502386","0.0149501617818841","8"
"Other","2018","no migration background","Rural Area","56","0.0241960986908996","0.0186930465677338","0.0296991508140653","8"
"Other","2018","direct migration background","Urban Area","20","","","","8"
"Other","2018","direct migration background","Rural Area","5","","","","8"
"Other","2018","indirect migration background","Urban Area","8","","","","8"
"Other","2018","indirect migration background","Rural Area","2","","","","8"
"PDS/Linke","2018","no migration background","Urban Area","472","0.0756119755167563","0.0688279522861759","0.0823959987473366","5"
"PDS/Linke","2018","direct migration background","Urban Area","93","0.0798320146899507","0.0653902156623753","0.0942738137175261","5"
"PDS/Linke","2018","no migration background","Rural Area","316","0.0819474933742611","0.0721243320844221","0.0917706546641001","5"
"PDS/Linke","2018","direct migration background","Rural Area","27","","","","5"
"PDS/Linke","2018","indirect migration background","Rural Area","8","","","","5"
"PDS/Linke","2018","indirect migration background","Urban Area","61","0.15345202614671","0.120298306135725","0.186605746157695","5"
"SPD","2018","no migration background","Urban Area","1504","0.265286760532958","0.253958020789346","0.276615500276571","1"
"SPD","2018","no migration background","Rural Area","693","0.248272829590052","0.232800902917005","0.263744756263099","1"
"SPD","2018","direct migration background","Urban Area","300","0.343051355704962","0.317755785530067","0.368346925879858","1"
"SPD","2018","direct migration background","Rural Area","71","0.265611677600702","0.220670173852374","0.310553181349031","1"
"SPD","2018","indirect migration background","Urban Area","155","0.305810562626043","0.263428176276872","0.348192948975215","1"
"SPD","2018","indirect migration background","Rural Area","22","","","","1"
"AfD","2019","no migration background","Urban Area","311","0.0668241279905323","0.0603830567597118","0.0732651992213527","7"
"AfD","2019","direct migration background","Urban Area","40","0.0553516613266049","0.0385319193430887","0.0721714033101211","7"
"AfD","2019","no migration background","Rural Area","290","0.0957317722751709","0.0855280807534188","0.105935463796923","7"
"AfD","2019","direct migration background","Rural Area","34","0.166050800356108","0.115110506583667","0.216991094128549","7"
"AfD","2019","indirect migration background","Urban Area","23","","","","7"
"AfD","2019","indirect migration background","Rural Area","9","","","","7"
"CDU/CSU","2019","no migration background","Urban Area","1943","0.334036090340819","0.321870540443585","0.346201640238052","2"
"CDU/CSU","2019","no migration background","Rural Area","1241","0.384717649425767","0.36784478102905","0.401590517822483","2"
"CDU/CSU","2019","direct migration background","Urban Area","268","0.346908206929354","0.311896497383775","0.381919916474933","2"
"CDU/CSU","2019","direct migration background","Rural Area","91","0.368108113075034","0.302087394814354","0.434128831335714","2"
"CDU/CSU","2019","indirect migration background","Urban Area","99","0.192054965233905","0.154994838152931","0.22911509231488","2"
"CDU/CSU","2019","indirect migration background","Rural Area","41","0.236942693664024","0.155612149188822","0.318273238139226","2"
"FDP","2019","direct migration background","Rural Area","6","","","","3"
"FDP","2019","no migration background","Urban Area","406","0.0512619516051893","0.0455736786464371","0.0569502245639415","3"
"FDP","2019","no migration background","Rural Area","144","0.0427149386742029","0.035702143256133","0.0497277340922729","3"
"FDP","2019","direct migration background","Urban Area","28","","","","3"
"FDP","2019","indirect migration background","Urban Area","24","","","","3"
"FDP","2019","indirect migration background","Rural Area","7","","","","3"
"Grüne","2019","no migration background","Urban Area","1536","0.245907726941338","0.234800438902549","0.257015014980127","4"
"Grüne","2019","no migration background","Rural Area","566","0.169033072777595","0.156035617018859","0.182030528536332","4"
"Grüne","2019","direct migration background","Rural Area","29","","","","4"
"Grüne","2019","direct migration background","Urban Area","137","0.196891067137794","0.167641519668296","0.226140614607293","4"
"Grüne","2019","indirect migration background","Urban Area","143","0.289904861153619","0.24721848914487","0.332591233162368","4"
"Grüne","2019","indirect migration background","Rural Area","23","","","","4"
"NPD","2019","no migration background","Urban Area","11","","","","6"
"NPD","2019","no migration background","Rural Area","16","","","","6"
"NPD","2019","direct migration background","Urban Area","","","","","6"
"NPD","2019","indirect migration background","Rural Area","1","","","","6"
"NPD","2019","direct migration background","Rural Area","","","","","6"
"NPD","2019","indirect migration background","Urban Area","1","","","","6"
"Other","2019","no migration background","Urban Area","124","0.0209521742806136","0.0172579249454814","0.0246464236157457","8"
"Other","2019","no migration background","Rural Area","84","0.0223544468194436","0.0172275649193191","0.0274813287195681","8"
"Other","2019","direct migration background","Urban Area","10","","","","8"
"Other","2019","direct migration background","Rural Area","","","","","8"
"Other","2019","indirect migration background","Urban Area","12","","","","8"
"Other","2019","indirect migration background","Rural Area","1","","","","8"
"PDS/Linke","2019","no migration background","Urban Area","333","0.0612997525910372","0.0551124332959677","0.0674870718861066","5"
"PDS/Linke","2019","no migration background","Rural Area","307","0.0862296619388559","0.0764948513686018","0.09596447250911","5"
"PDS/Linke","2019","direct migration background","Urban Area","53","0.075894666063317","0.0564148306860401","0.0953745014405938","5"
"PDS/Linke","2019","direct migration background","Rural Area","13","","","","5"
"PDS/Linke","2019","indirect migration background","Urban Area","39","0.126408812887519","0.0951447061476972","0.157672919627341","5"
"PDS/Linke","2019","indirect migration background","Rural Area","7","","","","5"
"SPD","2019","no migration background","Urban Area","1110","0.217624090053769","0.206980921986383","0.228267258121154","1"
"SPD","2019","no migration background","Rural Area","546","0.195784433953796","0.182023245180738","0.209545622726854","1"
"SPD","2019","direct migration background","Urban Area","174","0.279856798299631","0.246835337630255","0.312878258969007","1"
"SPD","2019","direct migration background","Rural Area","32","0.24206634699341","0.183431747374661","0.300700946612159","1"
"SPD","2019","indirect migration background","Urban Area","93","0.242485390190379","0.202163440670218","0.28280733971054","1"
"SPD","2019","indirect migration background","Rural Area","16","","","","1"
