"party","year","education","migback","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","1987","Other degree","indirect migration background","","","",""
"PDS/Linke","1987","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","1987","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","1987","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","1987","lower secondary degree","no migration background","","","",""
"NPD Combination","1987","lower secondary degree","direct migration background","","","",""
"NPD Combination","1987","lower secondary degree","indirect migration background","","","",""
"NPD Combination","1987","secondary school degree","no migration background","","","",""
"NPD Combination","1987","secondary school degree","direct migration background","","","",""
"NPD Combination","1987","secondary school degree","indirect migration background","","","",""
"NPD Combination","1987","college entrance qualification","no migration background","","","",""
"NPD Combination","1987","college entrance qualification","direct migration background","","","",""
"NPD Combination","1987","college entrance qualification","indirect migration background","","","",""
"NPD Combination","1987","Other degree","no migration background","","","",""
"NPD Combination","1987","Other degree","direct migration background","","","",""
"NPD Combination","1987","Other degree","indirect migration background","","","",""
"NPD Combination","1987","no degree/no degree yet","no migration background","","","",""
"NPD Combination","1987","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","1987","no degree/no degree yet","indirect migration background","","","",""
"AfD","1987","lower secondary degree","no migration background","","","",""
"AfD","1987","lower secondary degree","direct migration background","","","",""
"AfD","1987","lower secondary degree","indirect migration background","","","",""
"AfD","1987","secondary school degree","no migration background","","","",""
"AfD","1987","secondary school degree","direct migration background","","","",""
"AfD","1987","secondary school degree","indirect migration background","","","",""
"AfD","1987","college entrance qualification","no migration background","","","",""
"AfD","1987","college entrance qualification","direct migration background","","","",""
"AfD","1987","college entrance qualification","indirect migration background","","","",""
"AfD","1987","Other degree","no migration background","","","",""
"AfD","1987","Other degree","direct migration background","","","",""
"AfD","1987","Other degree","indirect migration background","","","",""
"AfD","1987","no degree/no degree yet","no migration background","","","",""
"AfD","1987","no degree/no degree yet","direct migration background","","","",""
"AfD","1987","no degree/no degree yet","indirect migration background","","","",""
"Other","1987","lower secondary degree","no migration background","","","",""
"Other","1987","lower secondary degree","direct migration background","","","",""
"Other","1987","lower secondary degree","indirect migration background","","","",""
"Other","1987","secondary school degree","no migration background","","","",""
"Other","1987","secondary school degree","direct migration background","","","",""
"Other","1987","secondary school degree","indirect migration background","","","",""
"Other","1987","college entrance qualification","no migration background","","","",""
"Other","1987","college entrance qualification","direct migration background","","","",""
"Other","1987","college entrance qualification","indirect migration background","","","",""
"Other","1987","Other degree","no migration background","","","",""
"Other","1987","Other degree","direct migration background","","","",""
"Other","1987","Other degree","indirect migration background","","","",""
"Other","1987","no degree/no degree yet","no migration background","","","",""
"Other","1987","no degree/no degree yet","direct migration background","","","",""
"Other","1987","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","1988","lower secondary degree","no migration background","1055","0.413335634803916","0.394151231427808","0.432520038180025"
"CDU/CSU","1988","lower secondary degree","direct migration background","75","0.409663901289244","0.348335289665879","0.47099251291261"
"CDU/CSU","1988","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","1988","secondary school degree","no migration background","422","0.482894258358384","0.450480573674018","0.51530794304275"
"CDU/CSU","1988","secondary school degree","direct migration background","34","0.631798383213866","0.520391007684376","0.743205758743355"
"CDU/CSU","1988","secondary school degree","indirect migration background","","","",""
"CDU/CSU","1988","college entrance qualification","no migration background","279","0.395304694088092","0.359542829592185","0.431066558583999"
