"party","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Other","1984","Schleswig-Holstein","general elemantary","","","","","8"
"Other","1984","Schleswig-Holstein","middle vocational","3","","","","8"
"Other","1984","Schleswig-Holstein","vocational + Abi","1","","","","8"
"Other","1984","Schleswig-Holstein","higher vocational","","","","","8"
"Other","1984","Schleswig-Holstein","higher education","","","","","8"
"Other","1984","Hamburg","in school","","","","","8"
"Other","1984","Hamburg","inadequately","","","","","8"
"Other","1984","Hamburg","general elemantary","","","","","8"
"Other","1984","Hamburg","middle vocational","1","","","","8"
"Other","1984","Hamburg","vocational + Abi","1","","","","8"
"Other","1984","Hamburg","higher vocational","","","","","8"
"Other","1984","Hamburg","higher education","1","","","","8"
"Other","1984","Lower Saxony","in school","","","","","8"
"Other","1984","Lower Saxony","inadequately","","","","","8"
"Other","1984","Lower Saxony","general elemantary","2","","","","8"
"Other","1984","Lower Saxony","middle vocational","2","","","","8"
"Other","1984","Lower Saxony","vocational + Abi","","","","","8"
"Other","1984","Lower Saxony","higher vocational","","","","","8"
"Other","1984","Lower Saxony","higher education","","","","","8"
"Other","1984","Bremen","in school","","","","","8"
"Other","1984","Bremen","inadequately","","","","","8"
"Other","1984","Bremen","general elemantary","1","","","","8"
"Other","1984","Bremen","middle vocational","","","","","8"
"Other","1984","Bremen","vocational + Abi","","","","","8"
"Other","1984","Bremen","higher vocational","","","","","8"
"Other","1984","Bremen","higher education","","","","","8"
"Other","1984","North Rhine-Westphalia","in school","","","","","8"
"Other","1984","North Rhine-Westphalia","inadequately","3","","","","8"
"Other","1984","North Rhine-Westphalia","general elemantary","3","","","","8"
"Other","1984","North Rhine-Westphalia","middle vocational","1","","","","8"
"Other","1984","North Rhine-Westphalia","vocational + Abi","1","","","","8"
"Other","1984","North Rhine-Westphalia","higher vocational","","","","","8"
"Other","1984","North Rhine-Westphalia","higher education","","","","","8"
"Other","1984","Hesse","in school","","","","","8"
"Other","1984","Hesse","inadequately","","","","","8"
"Other","1984","Hesse","general elemantary","","","","","8"
"Other","1984","Hesse","middle vocational","1","","","","8"
"Other","1984","Hesse","vocational + Abi","","","","","8"
"Other","1984","Hesse","higher vocational","","","","","8"
"Other","1984","Hesse","higher education","","","","","8"
"Other","1984","Rhineland-Palatinate,Saarland","in school","","","","","8"
"Other","1984","Rhineland-Palatinate,Saarland","inadequately","","","","","8"
"Other","1984","Rhineland-Palatinate,Saarland","general elemantary","1","","","","8"
"Other","1984","Rhineland-Palatinate,Saarland","middle vocational","1","","","","8"
"Other","1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","8"
"Other","1984","Rhineland-Palatinate,Saarland","higher vocational","","","","","8"
"Other","1984","Rhineland-Palatinate,Saarland","higher education","","","","","8"
"Other","1984","Baden-Württemberg","in school","1","","","","8"
"Other","1984","Baden-Württemberg","inadequately","","","","","8"
"Other","1984","Baden-Württemberg","general elemantary","4","","","","8"
"Other","1984","Baden-Württemberg","middle vocational","2","","","","8"
"Other","1984","Baden-Württemberg","vocational + Abi","","","","","8"
"Other","1984","Baden-Württemberg","higher vocational","","","","","8"
"Other","1984","Baden-Württemberg","higher education","","","","","8"
"Other","1984","Bavaria","in school","","","","","8"
"Other","1984","Bavaria","inadequately","","","","","8"
"Other","1984","Bavaria","general elemantary","3","","","","8"
"Other","1984","Bavaria","middle vocational","5","","","","8"
"Other","1984","Bavaria","vocational + Abi","","","","","8"
"Other","1984","Bavaria","higher vocational","1","","","","8"
"Other","1984","Bavaria","higher education","","","","","8"
"Other","1984","Berlin","in school","","","","","8"
"Other","1984","Berlin","inadequately","1","","","","8"
"Other","1984","Berlin","general elemantary","","","","","8"
"Other","1984","Berlin","middle vocational","","","","","8"
"Other","1984","Berlin","vocational + Abi","","","","","8"
"Other","1984","Berlin","higher vocational","","","","","8"
"Other","1984","Berlin","higher education","","","","","8"
"Other","1984","Brandenburg","in school","","","","","8"
"Other","1984","Brandenburg","inadequately","","","","","8"
"Other","1984","Brandenburg","general elemantary","","","","","8"
"Other","1984","Brandenburg","middle vocational","","","","","8"
"Other","1984","Brandenburg","vocational + Abi","","","","","8"
"Other","1984","Brandenburg","higher vocational","","","","","8"
"Other","1984","Brandenburg","higher education","","","","","8"
"Other","1984","Mecklenburg-Western Pomerania","in school","","","","","8"
"Other","1984","Mecklenburg-Western Pomerania","inadequately","","","","","8"
"Other","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","8"
"PDS/Linke","1984","Schleswig-Holstein","in school","","","","","5"
"PDS/Linke","1984","Schleswig-Holstein","inadequately","","","","","5"
"PDS/Linke","1984","Schleswig-Holstein","general elemantary","","","","","5"
"PDS/Linke","1984","Schleswig-Holstein","middle vocational","","","","","5"
"PDS/Linke","1984","Schleswig-Holstein","vocational + Abi","","","","","5"
"PDS/Linke","1984","Schleswig-Holstein","higher vocational","","","","","5"
"PDS/Linke","1984","Schleswig-Holstein","higher education","","","","","5"
"PDS/Linke","1984","Hamburg","in school","","","","","5"
"PDS/Linke","1984","Hamburg","inadequately","","","","","5"
"PDS/Linke","1984","Hamburg","general elemantary","","","","","5"
"PDS/Linke","1984","Hamburg","middle vocational","","","","","5"
"PDS/Linke","1984","Hamburg","vocational + Abi","","","","","5"
"PDS/Linke","1984","Hamburg","higher vocational","","","","","5"
"PDS/Linke","1984","Hamburg","higher education","","","","","5"
"PDS/Linke","1984","Lower Saxony","in school","","","","","5"
"PDS/Linke","1984","Lower Saxony","inadequately","","","","","5"
"PDS/Linke","1984","Lower Saxony","general elemantary","","","","","5"
"PDS/Linke","1984","Lower Saxony","middle vocational","","","","","5"
"PDS/Linke","1984","Lower Saxony","vocational + Abi","","","","","5"
"PDS/Linke","1984","Lower Saxony","higher vocational","","","","","5"
"PDS/Linke","1984","Lower Saxony","higher education","","","","","5"
"PDS/Linke","1984","Bremen","in school","","","","","5"
"PDS/Linke","1984","Bremen","inadequately","","","","","5"
"PDS/Linke","1984","Bremen","general elemantary","","","","","5"
"PDS/Linke","1984","Bremen","middle vocational","","","","","5"
"PDS/Linke","1984","Bremen","vocational + Abi","","","","","5"
"PDS/Linke","1984","Bremen","higher vocational","","","","","5"
"PDS/Linke","1984","Bremen","higher education","","","","","5"
"PDS/Linke","1984","North Rhine-Westphalia","in school","","","","","5"
"PDS/Linke","1984","North Rhine-Westphalia","inadequately","","","","","5"
"PDS/Linke","1984","North Rhine-Westphalia","general elemantary","","","","","5"
"PDS/Linke","1984","North Rhine-Westphalia","middle vocational","","","","","5"
"PDS/Linke","1984","North Rhine-Westphalia","vocational + Abi","","","","","5"
"PDS/Linke","1984","North Rhine-Westphalia","higher vocational","","","","","5"
"PDS/Linke","1984","North Rhine-Westphalia","higher education","","","","","5"
"PDS/Linke","1984","Hesse","in school","","","","","5"
"PDS/Linke","1984","Hesse","inadequately","","","","","5"
"PDS/Linke","1984","Hesse","general elemantary","","","","","5"
"PDS/Linke","1984","Hesse","middle vocational","","","","","5"
"PDS/Linke","1984","Hesse","vocational + Abi","","","","","5"
"PDS/Linke","1984","Hesse","higher vocational","","","","","5"
"PDS/Linke","1984","Hesse","higher education","","","","","5"
"PDS/Linke","1984","Rhineland-Palatinate,Saarland","in school","","","","","5"
"PDS/Linke","1984","Rhineland-Palatinate,Saarland","inadequately","","","","","5"
"PDS/Linke","1984","Rhineland-Palatinate,Saarland","general elemantary","","","","","5"
"PDS/Linke","1984","Rhineland-Palatinate,Saarland","middle vocational","","","","","5"
"PDS/Linke","1984","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","5"
"PDS/Linke","1984","Rhineland-Palatinate,Saarland","higher vocational","","","","","5"
"PDS/Linke","1984","Rhineland-Palatinate,Saarland","higher education","","","","","5"
"PDS/Linke","1984","Baden-Württemberg","in school","","","","","5"
"PDS/Linke","1984","Baden-Württemberg","inadequately","","","","","5"
"PDS/Linke","1984","Baden-Württemberg","general elemantary","","","","","5"
"PDS/Linke","1984","Baden-Württemberg","middle vocational","","","","","5"
"PDS/Linke","1984","Baden-Württemberg","vocational + Abi","","","","","5"
"PDS/Linke","1984","Baden-Württemberg","higher vocational","","","","","5"
"PDS/Linke","1984","Baden-Württemberg","higher education","","","","","5"
"PDS/Linke","1984","Bavaria","in school","","","","","5"
"PDS/Linke","1984","Bavaria","inadequately","","","","","5"
"PDS/Linke","1984","Saxony","higher vocational","","","","","5"
"PDS/Linke","1984","Saxony","higher education","","","","","5"
"PDS/Linke","1984","Saxony-Anhalt","in school","","","","","5"
"PDS/Linke","1984","Saxony-Anhalt","inadequately","","","","","5"
"PDS/Linke","1984","Saxony-Anhalt","general elemantary","","","","","5"
"PDS/Linke","1984","Saxony-Anhalt","middle vocational","","","","","5"
"PDS/Linke","1984","Saxony-Anhalt","vocational + Abi","","","","","5"
"PDS/Linke","1984","Saxony-Anhalt","higher vocational","","","","","5"
"PDS/Linke","1984","Saxony-Anhalt","higher education","","","","","5"
"PDS/Linke","1984","Thuringia","in school","","","","","5"
"PDS/Linke","1984","Thuringia","inadequately","","","","","5"
"PDS/Linke","1984","Thuringia","general elemantary","","","","","5"
"PDS/Linke","1984","Thuringia","middle vocational","","","","","5"
"PDS/Linke","1984","Thuringia","vocational + Abi","","","","","5"
"PDS/Linke","1984","Thuringia","higher vocational","","","","","5"
"PDS/Linke","1984","Thuringia","higher education","","","","","5"
"PDS/Linke","1984","Brandenburg","higher vocational","","","","","5"
"PDS/Linke","1984","Saxony","inadequately","","","","","5"
"PDS/Linke","1984","Bavaria","general elemantary","","","","","5"
"PDS/Linke","1984","Bavaria","middle vocational","","","","","5"
"PDS/Linke","1984","Bavaria","vocational + Abi","","","","","5"
"PDS/Linke","1984","Bavaria","higher vocational","","","","","5"
"PDS/Linke","1984","Bavaria","higher education","","","","","5"
"PDS/Linke","1984","Berlin","in school","","","","","5"
"PDS/Linke","1984","Berlin","inadequately","","","","","5"
"PDS/Linke","1984","Berlin","general elemantary","","","","","5"
"PDS/Linke","1984","Berlin","middle vocational","","","","","5"
"PDS/Linke","1984","Berlin","vocational + Abi","","","","","5"
"PDS/Linke","1984","Berlin","higher vocational","","","","","5"
"PDS/Linke","1984","Berlin","higher education","","","","","5"
"PDS/Linke","1984","Brandenburg","in school","","","","","5"
"PDS/Linke","1984","Brandenburg","inadequately","","","","","5"
"PDS/Linke","1984","Brandenburg","middle vocational","","","","","5"
"PDS/Linke","1984","Brandenburg","vocational + Abi","","","","","5"
"PDS/Linke","1984","Brandenburg","higher education","","","","","5"
"PDS/Linke","1984","Mecklenburg-Western Pomerania","in school","","","","","5"
"PDS/Linke","1984","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"PDS/Linke","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"PDS/Linke","1984","Mecklenburg-Western Pomerania","middle vocational","","","","","5"
"PDS/Linke","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"PDS/Linke","1984","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"PDS/Linke","1984","Mecklenburg-Western Pomerania","higher education","","","","","5"
"PDS/Linke","1984","Saxony","in school","","","","","5"
"PDS/Linke","1984","Saxony","general elemantary","","","","","5"
"PDS/Linke","1984","Saxony","middle vocational","","","","","5"
"PDS/Linke","1984","Saxony","vocational + Abi","","","","","5"
"PDS/Linke","1984","Brandenburg","general elemantary","","","","","5"
"SPD","1984","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"SPD","1984","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"SPD","1984","Mecklenburg-Western Pomerania","middle vocational","","","","","1"
"SPD","1984","Mecklenburg-Western Pomerania","vocational + Abi","","","","","1"
"SPD","1984","Mecklenburg-Western Pomerania","higher vocational","","","","","1"
"SPD","1984","Brandenburg","higher education","","","","","1"
"SPD","1984","Mecklenburg-Western Pomerania","in school","","","","","1"
"SPD","1984","Saxony-Anhalt","in school","","","","","1"
"SPD","1984","Saxony-Anhalt","inadequately","","","","","1"
"SPD","1984","Saxony-Anhalt","general elemantary","","","","","1"
"SPD","1984","Saxony-Anhalt","middle vocational","","","","","1"
"SPD","1984","Saxony-Anhalt","vocational + Abi","","","","","1"
"SPD","1984","Saxony-Anhalt","higher vocational","","","","","1"
"SPD","1984","Saxony-Anhalt","higher education","","","","","1"
"SPD","1984","Brandenburg","higher vocational","","","","","1"
"SPD","1984","Schleswig-Holstein","in school","4","","","","1"
"SPD","1984","Brandenburg","vocational + Abi","","","","","1"
"SPD","1984","North Rhine-Westphalia","in school","12","","","","1"
"SPD","1984","North Rhine-Westphalia","inadequately","77","0.760591784679973","0.672431664002264","0.848751905357683","1"
"SPD","1984","North Rhine-Westphalia","general elemantary","257","0.543612835144425","0.496805380547895","0.590420289740955","1"
"SPD","1984","Schleswig-Holstein","inadequately","3","","","","1"
"SPD","1984","Hamburg","vocational + Abi","3","","","","1"
"SPD","1984","Hamburg","higher vocational","6","","","","1"
"SPD","1984","Hamburg","higher education","5","","","","1"
"SPD","1984","Lower Saxony","in school","2","","","","1"
"SPD","1984","Lower Saxony","inadequately","10","","","","1"
"SPD","1984","Lower Saxony","general elemantary","95","0.478532090443313","0.407314624552132","0.549749556334495","1"
"SPD","1984","Bremen","vocational + Abi","1","","","","1"
"SPD","1984","Bremen","higher vocational","1","","","","1"
"SPD","1984","Bremen","higher education","","","","","1"
"SPD","1984","North Rhine-Westphalia","middle vocational","483","0.497812426406571","0.465591125378332","0.53003372743481","1"
"SPD","1984","Mecklenburg-Western Pomerania","higher education","","","","","1"
"SPD","1984","Saxony","in school","","","","","1"
"SPD","1984","Saxony","inadequately","","","","","1"
"SPD","1984","Saxony","general elemantary","","","","","1"
"SPD","1984","Saxony","middle vocational","","","","","1"
"SPD","1984","Saxony","vocational + Abi","","","","","1"
"SPD","1984","Saxony","higher vocational","","","","","1"
