"party","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"AfD","2018","66 and older","Urban Area","56","0.0279253740586806","0.020463833476919","0.0353869146404422","7"
"AfD","2018","66 and older","Rural Area","50","0.0445903268547716","0.0315811445750559","0.0575995091344874","7"
"CDU/CSU","2018","16-34 y.","Rural Area","179","0.267597361513547","0.231157860175644","0.30403686285145","2"
"CDU/CSU","2018","35-65 y.","Rural Area","745","0.36901777536932","0.34738312141098","0.390652429327659","2"
"CDU/CSU","2018","16-34 y.","Urban Area","472","0.25137432291534","0.229806048516037","0.272942597314642","2"
"CDU/CSU","2018","35-65 y.","Urban Area","1446","0.316998362177614","0.302949530565408","0.33104719378982","2"
"CDU/CSU","2018","66 and older","Rural Area","456","0.50850822083545","0.476998687427143","0.540017754243757","2"
"CDU/CSU","2018","66 and older","Urban Area","845","0.470870850659632","0.4482655155783","0.493476185740964","2"
"FDP","2018","16-34 y.","Rural Area","29","","","","3"
"FDP","2018","35-65 y.","Rural Area","74","0.0428976195655317","0.0338128578143338","0.0519823813167295","3"
"FDP","2018","66 and older","Rural Area","32","0.0257358266929246","0.0157555568925141","0.0357160964933351","3"
"FDP","2018","16-34 y.","Urban Area","96","0.0683481559658321","0.0558019385674012","0.0808943733642631","3"
"FDP","2018","66 and older","Urban Area","111","0.0499927190189747","0.0401231986384766","0.0598622393994728","3"
"FDP","2018","35-65 y.","Urban Area","199","0.0485623005854447","0.0420723613637995","0.0550522398070899","3"
"NPD","2018","16-34 y.","Urban Area","5","","","","6"
"NPD","2018","16-34 y.","Rural Area","6","","","","6"
"NPD","2018","35-65 y.","Urban Area","11","","","","6"
"NPD","2018","35-65 y.","Rural Area","8","","","","6"
"NPD","2018","66 and older","Urban Area","","","","","6"
"NPD","2018","66 and older","Rural Area","","","","","6"
"Other","2018","16-34 y.","Urban Area","41","0.0262981478195979","0.0183420857444494","0.0342542098947463","8"
"Other","2018","16-34 y.","Rural Area","30","0.0614500788074337","0.0416828189055388","0.0812173387093285","8"
"Other","2018","35-65 y.","Urban Area","57","0.0142865684213147","0.0107036235555197","0.0178695132871098","8"
"Other","2018","35-65 y.","Rural Area","28","","","","8"
"Other","2018","66 and older","Urban Area","5","","","","8"
"Other","2018","66 and older","Rural Area","5","","","","8"
"PDS/Linke","2018","16-34 y.","Urban Area","205","0.154791370931253","0.136807717760314","0.172775024102191","5"
"PDS/Linke","2018","35-65 y.","Urban Area","320","0.076549359820396","0.0685218942739752","0.0845768253668168","5"
"PDS/Linke","2018","16-34 y.","Rural Area","70","0.099357553358827","0.0747349929600837","0.12398011375757","5"
"PDS/Linke","2018","35-65 y.","Rural Area","180","0.0780028954826751","0.0659792022276885","0.0900265887376618","5"
"PDS/Linke","2018","66 and older","Rural Area","101","0.0747476553664638","0.0581722660247399","0.0913230447081878","5"
"PDS/Linke","2018","66 and older","Urban Area","101","0.0395367936648758","0.0307116803254768","0.0483619070042749","5"
"SPD","2018","16-34 y.","Urban Area","309","0.196671463508089","0.176909055749745","0.216433871266433","1"
"SPD","2018","66 and older","Urban Area","606","0.333284657648215","0.311936662871831","0.354632652424599","1"
"SPD","2018","66 and older","Rural Area","271","0.284518718985412","0.256081349927901","0.312956088042923","1"
"SPD","2018","16-34 y.","Rural Area","96","0.164738609769589","0.134205892004606","0.195271327534572","1"
"SPD","2018","35-65 y.","Rural Area","419","0.252529155458102","0.233049976865962","0.272008334050242","1"
"SPD","2018","35-65 y.","Urban Area","1044","0.272878151146768","0.259429187964038","0.286327114329498","1"
"AfD","2019","16-34 y.","Urban Area","63","0.0782236370290377","0.0621717666188118","0.0942755074392636","7"
"AfD","2019","35-65 y.","Urban Area","250","0.0769903663775337","0.0687539097636879","0.0852268229913794","7"
"AfD","2019","16-34 y.","Rural Area","51","0.157550730559601","0.123314530760391","0.191786930358811","7"
"AfD","2019","35-65 y.","Rural Area","228","0.121894789851963","0.107753064961185","0.136036514742742","7"
"AfD","2019","66 and older","Urban Area","61","0.0366892106553581","0.0280497995987122","0.045328621712004","7"
"AfD","2019","66 and older","Rural Area","54","0.0477217088196069","0.0345941702312906","0.0608492474079233","7"
"CDU/CSU","2019","16-34 y.","Rural Area","101","0.23856576973455","0.198513814167373","0.278617725301727","2"
"CDU/CSU","2019","35-65 y.","Urban Area","1261","0.292047106948881","0.277998031668342","0.30609618222942","2"
"CDU/CSU","2019","35-65 y.","Rural Area","795","0.353227711147025","0.332567268521589","0.373888153772462","2"
"CDU/CSU","2019","66 and older","Rural Area","477","0.475193098536357","0.444440756284489","0.505945440788226","2"
"CDU/CSU","2019","16-34 y.","Urban Area","193","0.196393683894955","0.172645560987095","0.220141806802815","2"
"CDU/CSU","2019","66 and older","Urban Area","856","0.46421888441986","0.44130034988541","0.487137418954309","2"
"FDP","2019","16-34 y.","Rural Area","24","","","","3"
"FDP","2019","35-65 y.","Rural Area","94","0.0422682974682227","0.0335713700579943","0.0509652248784512","3"
"FDP","2019","66 and older","Rural Area","39","0.0361379707990874","0.0246449898829789","0.047630951715196","3"
"FDP","2019","16-34 y.","Urban Area","89","0.0697699934187909","0.0545409237956453","0.0849990630419364","3"
"FDP","2019","66 and older","Urban Area","117","0.0496105421311979","0.0396319439888771","0.0595891402735188","3"
"FDP","2019","35-65 y.","Urban Area","252","0.0419757493723919","0.0357798181913603","0.0481716805534234","3"
"NPD","2019","16-34 y.","Urban Area","3","","","","6"
"NPD","2019","16-34 y.","Rural Area","7","","","","6"
"NPD","2019","35-65 y.","Urban Area","9","","","","6"
"NPD","2019","66 and older","Rural Area","","","","","6"
"NPD","2019","35-65 y.","Rural Area","10","","","","6"
"NPD","2019","66 and older","Urban Area","","","","","6"
"Other","2019","16-34 y.","Urban Area","58","0.04106917519606","0.0292061490126625","0.0529322013794574","8"
"Other","2019","16-34 y.","Rural Area","22","","","","8"
"Other","2019","35-65 y.","Urban Area","77","0.0199424119425338","0.0156229092973747","0.0242619145876929","8"
"Other","2019","35-65 y.","Rural Area","51","0.0266293873289863","0.019670236676518","0.0335885379814546","8"
"Other","2019","66 and older","Urban Area","11","","","","8"
"Other","2019","66 and older","Rural Area","12","","","","8"
"PDS/Linke","2019","16-34 y.","Urban Area","113","0.128041591811455","0.108067489220928","0.148015694401983","5"
"PDS/Linke","2019","16-34 y.","Rural Area","45","0.0851421769690024","0.0589149339285577","0.111369420009447","5"
"PDS/Linke","2019","35-65 y.","Urban Area","235","0.0637874896733775","0.0562370180345694","0.0713379613121856","5"
"PDS/Linke","2019","35-65 y.","Rural Area","178","0.0795025143933924","0.0678091826427593","0.0911958461440255","5"
"PDS/Linke","2019","66 and older","Urban Area","77","0.0342700916504289","0.0259098810997202","0.0426303022011375","5"
"PDS/Linke","2019","66 and older","Rural Area","104","0.082750598846667","0.06578486461638","0.099716333076954","5"
"SPD","2019","16-34 y.","Urban Area","140","0.112660345323174","0.0937597996357559","0.131560891010591","1"
"SPD","2019","16-34 y.","Rural Area","53","0.137989199498079","0.10557895078214","0.170399448214018","1"
"SPD","2019","66 and older","Urban Area","483","0.287430807757863","0.266633270064875","0.308228345450852","1"
"SPD","2019","66 and older","Rural Area","233","0.266634853394309","0.239403955584054","0.293865751204564","1"
"SPD","2019","35-65 y.","Rural Area","308","0.168673376379095","0.152487148525538","0.184859604232652","1"
"SPD","2019","35-65 y.","Urban Area","754","0.230312236827368","0.217303506744391","0.243320966910345","1"
